start,startPosition,end,endPosition,frequency
14,"[48.48796844, 151.4735107, 121.1464615]",63,"[51.2840004, 165.7919006, 152.2144318]",3
14,"[48.48796844, 151.4735107, 121.1464615]",64,"[53.52826309, 158.8329773, 158.2172852]",3
14,"[48.48796844, 151.4735107, 121.1464615]",70,"[38.61865616, 99.38539124, 155.8343048]",3
14,"[48.48796844, 151.4735107, 121.1464615]",71,"[42.56768036, 109.0180054, 158.2352905]",3
14,"[48.48796844, 151.4735107, 121.1464615]",72,"[44.20722198, 119.0409088, 160.3303223]",4
14,"[48.48796844, 151.4735107, 121.1464615]",74,"[47.07555389, 53.91043854, 149.5325928]",1
14,"[48.48796844, 151.4735107, 121.1464615]",77,"[40.96482849, 84.51644135, 159.3578491]",3
14,"[48.48796844, 151.4735107, 121.1464615]",78,"[43.03504944, 94.88861084, 162.0728912]",3
14,"[48.48796844, 151.4735107, 121.1464615]",79,"[46.01379776, 104.5724182, 166.0837097]",3
14,"[48.48796844, 151.4735107, 121.1464615]",80,"[47.95235062, 114.578186, 168.8221741]",2
14,"[48.48796844, 151.4735107, 121.1464615]",81,"[58.59506226, 43.15229034, 152.1497955]",3
14,"[48.48796844, 151.4735107, 121.1464615]",85,"[46.25086975, 81.35145569, 166.1690979]",2
14,"[48.48796844, 151.4735107, 121.1464615]",87,"[49.53035736, 99.92474365, 171.1462555]",2
14,"[48.48796844, 151.4735107, 121.1464615]",88,"[54.26541901, 110.3771667, 173.8651886]",2
14,"[48.48796844, 151.4735107, 121.1464615]",89,"[63.97809601, 42.09529877, 158.5378723]",1
14,"[48.48796844, 151.4735107, 121.1464615]",93,"[53.16075134, 77.81087494, 171.5006256]",1
14,"[48.48796844, 151.4735107, 121.1464615]",95,"[56.42819214, 97.26829529, 177.4585419]",1
14,"[48.48796844, 151.4735107, 121.1464615]",100,"[35.30825043, 95.48200989, 113.3798218]",1
14,"[48.48796844, 151.4735107, 121.1464615]",102,"[35.51337051, 117.5408096, 121.3166046]",1
14,"[48.48796844, 151.4735107, 121.1464615]",104,"[40.50615692, 136.464386, 128.2812347]",1
14,"[48.48796844, 151.4735107, 121.1464615]",110,"[33.60301971, 113.0844498, 127.6641922]",1
14,"[48.48796844, 151.4735107, 121.1464615]",111,"[37.79614639, 122.8765488, 130.7914734]",3
14,"[48.48796844, 151.4735107, 121.1464615]",118,"[32.5107193, 107.2374268, 133.7828674]",2
14,"[48.48796844, 151.4735107, 121.1464615]",119,"[35.56945419, 117.6499405, 136.7276917]",1
15,"[44.11364746, 149.526535, 128.9738159]",13,"[51.21172333, 155.2554626, 116.4246902]",2
15,"[44.11364746, 149.526535, 128.9738159]",14,"[48.48796844, 151.4735107, 121.1464615]",2
15,"[44.11364746, 149.526535, 128.9738159]",19,"[49.99071884, 146.2094421, 119.2557526]",1
15,"[44.11364746, 149.526535, 128.9738159]",20,"[46.10832214, 142.8703003, 125.5641327]",2
15,"[44.11364746, 149.526535, 128.9738159]",57,"[59.63084793, 175.063736, 149.9863586]",2
15,"[44.11364746, 149.526535, 128.9738159]",58,"[59.44711685, 171.0057678, 156.4195709]",4
15,"[44.11364746, 149.526535, 128.9738159]",59,"[61.01449585, 164.7238617, 161.7114258]",3
15,"[44.11364746, 149.526535, 128.9738159]",60,"[58.11058807, 179.6183167, 132.4685059]",3
15,"[44.11364746, 149.526535, 128.9738159]",61,"[55.12334442, 175.8678894, 138.8725739]",1
15,"[44.11364746, 149.526535, 128.9738159]",62,"[52.44224548, 170.8167877, 146.372757]",3
15,"[44.11364746, 149.526535, 128.9738159]",63,"[51.2840004, 165.7919006, 152.2144318]",4
15,"[44.11364746, 149.526535, 128.9738159]",64,"[53.52826309, 158.8329773, 158.2172852]",2
15,"[44.11364746, 149.526535, 128.9738159]",70,"[38.61865616, 99.38539124, 155.8343048]",4
15,"[44.11364746, 149.526535, 128.9738159]",71,"[42.56768036, 109.0180054, 158.2352905]",1
15,"[44.11364746, 149.526535, 128.9738159]",72,"[44.20722198, 119.0409088, 160.3303223]",2
15,"[44.11364746, 149.526535, 128.9738159]",75,"[41.41545105, 63.59588242, 153.7163696]",1
15,"[44.11364746, 149.526535, 128.9738159]",78,"[43.03504944, 94.88861084, 162.0728912]",3
15,"[44.11364746, 149.526535, 128.9738159]",79,"[46.01379776, 104.5724182, 166.0837097]",2
15,"[44.11364746, 149.526535, 128.9738159]",80,"[47.95235062, 114.578186, 168.8221741]",1
15,"[44.11364746, 149.526535, 128.9738159]",85,"[46.25086975, 81.35145569, 166.1690979]",3
15,"[44.11364746, 149.526535, 128.9738159]",87,"[49.53035736, 99.92474365, 171.1462555]",2
15,"[44.11364746, 149.526535, 128.9738159]",88,"[54.26541901, 110.3771667, 173.8651886]",1
15,"[44.11364746, 149.526535, 128.9738159]",89,"[63.97809601, 42.09529877, 158.5378723]",1
15,"[44.11364746, 149.526535, 128.9738159]",91,"[53.56635666, 57.96323395, 167.4579163]",1
15,"[44.11364746, 149.526535, 128.9738159]",95,"[56.42819214, 97.26829529, 177.4585419]",1
15,"[44.11364746, 149.526535, 128.9738159]",96,"[61.06736755, 107.1714401, 179.7997131]",2
15,"[44.11364746, 149.526535, 128.9738159]",104,"[40.50615692, 136.464386, 128.2812347]",2
16,"[64.83947754, 153.8170471, 109.4194031]",70,"[38.61865616, 99.38539124, 155.8343048]",1
16,"[64.83947754, 153.8170471, 109.4194031]",71,"[42.56768036, 109.0180054, 158.2352905]",1
16,"[64.83947754, 153.8170471, 109.4194031]",72,"[44.20722198, 119.0409088, 160.3303223]",2
16,"[64.83947754, 153.8170471, 109.4194031]",76,"[38.3068924, 73.96008301, 156.2806091]",2
16,"[64.83947754, 153.8170471, 109.4194031]",77,"[40.96482849, 84.51644135, 159.3578491]",1
16,"[64.83947754, 153.8170471, 109.4194031]",79,"[46.01379776, 104.5724182, 166.0837097]",1
16,"[64.83947754, 153.8170471, 109.4194031]",82,"[51.80251312, 50.55010223, 156.5683746]",1
16,"[64.83947754, 153.8170471, 109.4194031]",83,"[46.60237122, 60.04891205, 160.5887146]",3
16,"[64.83947754, 153.8170471, 109.4194031]",91,"[53.56635666, 57.96323395, 167.4579163]",1
16,"[64.83947754, 153.8170471, 109.4194031]",92,"[51.61279297, 68.16239166, 169.7157898]",2
16,"[64.83947754, 153.8170471, 109.4194031]",119,"[35.56945419, 117.6499405, 136.7276917]",1
16,"[64.83947754, 153.8170471, 109.4194031]",124,"[36.35282898, 82.27735138, 133.3805237]",1
18,"[53.5224762, 150.5645752, 113.4942017]",13,"[51.21172333, 155.2554626, 116.4246902]",2
18,"[53.5224762, 150.5645752, 113.4942017]",14,"[48.48796844, 151.4735107, 121.1464615]",2
18,"[53.5224762, 150.5645752, 113.4942017]",15,"[44.11364746, 149.526535, 128.9738159]",2
18,"[53.5224762, 150.5645752, 113.4942017]",19,"[49.99071884, 146.2094421, 119.2557526]",1
18,"[53.5224762, 150.5645752, 113.4942017]",20,"[46.10832214, 142.8703003, 125.5641327]",1
18,"[53.5224762, 150.5645752, 113.4942017]",41,"[49.3511467, 70.0541687, 80.31544495]",1
18,"[53.5224762, 150.5645752, 113.4942017]",57,"[59.63084793, 175.063736, 149.9863586]",3
18,"[53.5224762, 150.5645752, 113.4942017]",58,"[59.44711685, 171.0057678, 156.4195709]",3
18,"[53.5224762, 150.5645752, 113.4942017]",59,"[61.01449585, 164.7238617, 161.7114258]",3
18,"[53.5224762, 150.5645752, 113.4942017]",60,"[58.11058807, 179.6183167, 132.4685059]",3
18,"[53.5224762, 150.5645752, 113.4942017]",62,"[52.44224548, 170.8167877, 146.372757]",2
18,"[53.5224762, 150.5645752, 113.4942017]",63,"[51.2840004, 165.7919006, 152.2144318]",5
18,"[53.5224762, 150.5645752, 113.4942017]",64,"[53.52826309, 158.8329773, 158.2172852]",3
18,"[53.5224762, 150.5645752, 113.4942017]",69,"[37.74136353, 88.42960358, 152.3104248]",1
18,"[53.5224762, 150.5645752, 113.4942017]",70,"[38.61865616, 99.38539124, 155.8343048]",2
18,"[53.5224762, 150.5645752, 113.4942017]",71,"[42.56768036, 109.0180054, 158.2352905]",2
18,"[53.5224762, 150.5645752, 113.4942017]",72,"[44.20722198, 119.0409088, 160.3303223]",3
18,"[53.5224762, 150.5645752, 113.4942017]",75,"[41.41545105, 63.59588242, 153.7163696]",1
18,"[53.5224762, 150.5645752, 113.4942017]",77,"[40.96482849, 84.51644135, 159.3578491]",1
18,"[53.5224762, 150.5645752, 113.4942017]",78,"[43.03504944, 94.88861084, 162.0728912]",1
18,"[53.5224762, 150.5645752, 113.4942017]",79,"[46.01379776, 104.5724182, 166.0837097]",2
18,"[53.5224762, 150.5645752, 113.4942017]",81,"[58.59506226, 43.15229034, 152.1497955]",3
18,"[53.5224762, 150.5645752, 113.4942017]",82,"[51.80251312, 50.55010223, 156.5683746]",1
18,"[53.5224762, 150.5645752, 113.4942017]",83,"[46.60237122, 60.04891205, 160.5887146]",1
18,"[53.5224762, 150.5645752, 113.4942017]",85,"[46.25086975, 81.35145569, 166.1690979]",1
18,"[53.5224762, 150.5645752, 113.4942017]",87,"[49.53035736, 99.92474365, 171.1462555]",1
18,"[53.5224762, 150.5645752, 113.4942017]",89,"[63.97809601, 42.09529877, 158.5378723]",2
18,"[53.5224762, 150.5645752, 113.4942017]",91,"[53.56635666, 57.96323395, 167.4579163]",1
18,"[53.5224762, 150.5645752, 113.4942017]",95,"[56.42819214, 97.26829529, 177.4585419]",1
18,"[53.5224762, 150.5645752, 113.4942017]",96,"[61.06736755, 107.1714401, 179.7997131]",1
18,"[53.5224762, 150.5645752, 113.4942017]",104,"[40.50615692, 136.464386, 128.2812347]",1
18,"[53.5224762, 150.5645752, 113.4942017]",118,"[32.5107193, 107.2374268, 133.7828674]",1
19,"[49.99071884, 146.2094421, 119.2557526]",13,"[51.21172333, 155.2554626, 116.4246902]",2
19,"[49.99071884, 146.2094421, 119.2557526]",14,"[48.48796844, 151.4735107, 121.1464615]",1
19,"[49.99071884, 146.2094421, 119.2557526]",15,"[44.11364746, 149.526535, 128.9738159]",2
19,"[49.99071884, 146.2094421, 119.2557526]",18,"[53.5224762, 150.5645752, 113.4942017]",3
19,"[49.99071884, 146.2094421, 119.2557526]",20,"[46.10832214, 142.8703003, 125.5641327]",1
19,"[49.99071884, 146.2094421, 119.2557526]",40,"[54.50421906, 66.29293823, 72.03175354]",1
19,"[49.99071884, 146.2094421, 119.2557526]",41,"[49.3511467, 70.0541687, 80.31544495]",1
19,"[49.99071884, 146.2094421, 119.2557526]",45,"[120.5362473, 44.73541641, 83.17926025]",1
19,"[49.99071884, 146.2094421, 119.2557526]",55,"[66.18732452, 184.2788849, 136.6307373]",1
19,"[49.99071884, 146.2094421, 119.2557526]",57,"[59.63084793, 175.063736, 149.9863586]",3
19,"[49.99071884, 146.2094421, 119.2557526]",58,"[59.44711685, 171.0057678, 156.4195709]",4
19,"[49.99071884, 146.2094421, 119.2557526]",59,"[61.01449585, 164.7238617, 161.7114258]",5
19,"[49.99071884, 146.2094421, 119.2557526]",60,"[58.11058807, 179.6183167, 132.4685059]",3
19,"[49.99071884, 146.2094421, 119.2557526]",61,"[55.12334442, 175.8678894, 138.8725739]",2
19,"[49.99071884, 146.2094421, 119.2557526]",62,"[52.44224548, 170.8167877, 146.372757]",2
19,"[49.99071884, 146.2094421, 119.2557526]",63,"[51.2840004, 165.7919006, 152.2144318]",4
19,"[49.99071884, 146.2094421, 119.2557526]",64,"[53.52826309, 158.8329773, 158.2172852]",1
19,"[49.99071884, 146.2094421, 119.2557526]",70,"[38.61865616, 99.38539124, 155.8343048]",4
19,"[49.99071884, 146.2094421, 119.2557526]",71,"[42.56768036, 109.0180054, 158.2352905]",2
19,"[49.99071884, 146.2094421, 119.2557526]",72,"[44.20722198, 119.0409088, 160.3303223]",3
19,"[49.99071884, 146.2094421, 119.2557526]",77,"[40.96482849, 84.51644135, 159.3578491]",1
19,"[49.99071884, 146.2094421, 119.2557526]",78,"[43.03504944, 94.88861084, 162.0728912]",2
19,"[49.99071884, 146.2094421, 119.2557526]",79,"[46.01379776, 104.5724182, 166.0837097]",2
19,"[49.99071884, 146.2094421, 119.2557526]",80,"[47.95235062, 114.578186, 168.8221741]",2
19,"[49.99071884, 146.2094421, 119.2557526]",81,"[58.59506226, 43.15229034, 152.1497955]",3
19,"[49.99071884, 146.2094421, 119.2557526]",83,"[46.60237122, 60.04891205, 160.5887146]",1
19,"[49.99071884, 146.2094421, 119.2557526]",84,"[45.83430099, 71.89839172, 163.7348938]",1
19,"[49.99071884, 146.2094421, 119.2557526]",85,"[46.25086975, 81.35145569, 166.1690979]",2
19,"[49.99071884, 146.2094421, 119.2557526]",89,"[63.97809601, 42.09529877, 158.5378723]",2
19,"[49.99071884, 146.2094421, 119.2557526]",91,"[53.56635666, 57.96323395, 167.4579163]",1
19,"[49.99071884, 146.2094421, 119.2557526]",92,"[51.61279297, 68.16239166, 169.7157898]",1
19,"[49.99071884, 146.2094421, 119.2557526]",96,"[61.06736755, 107.1714401, 179.7997131]",2
19,"[49.99071884, 146.2094421, 119.2557526]",104,"[40.50615692, 136.464386, 128.2812347]",1
19,"[49.99071884, 146.2094421, 119.2557526]",116,"[33.36973572, 85.51229858, 126.1075974]",2
19,"[49.99071884, 146.2094421, 119.2557526]",119,"[35.56945419, 117.6499405, 136.7276917]",1
19,"[49.99071884, 146.2094421, 119.2557526]",123,"[36.22252274, 74.77946472, 129.6763153]",1
20,"[46.10832214, 142.8703003, 125.5641327]",13,"[51.21172333, 155.2554626, 116.4246902]",2
20,"[46.10832214, 142.8703003, 125.5641327]",15,"[44.11364746, 149.526535, 128.9738159]",2
20,"[46.10832214, 142.8703003, 125.5641327]",19,"[49.99071884, 146.2094421, 119.2557526]",2
20,"[46.10832214, 142.8703003, 125.5641327]",39,"[59.72214127, 62.80955505, 65.33495331]",1
20,"[46.10832214, 142.8703003, 125.5641327]",57,"[59.63084793, 175.063736, 149.9863586]",2
20,"[46.10832214, 142.8703003, 125.5641327]",58,"[59.44711685, 171.0057678, 156.4195709]",2
20,"[46.10832214, 142.8703003, 125.5641327]",59,"[61.01449585, 164.7238617, 161.7114258]",3
20,"[46.10832214, 142.8703003, 125.5641327]",61,"[55.12334442, 175.8678894, 138.8725739]",1
20,"[46.10832214, 142.8703003, 125.5641327]",62,"[52.44224548, 170.8167877, 146.372757]",1
20,"[46.10832214, 142.8703003, 125.5641327]",63,"[51.2840004, 165.7919006, 152.2144318]",3
20,"[46.10832214, 142.8703003, 125.5641327]",70,"[38.61865616, 99.38539124, 155.8343048]",2
20,"[46.10832214, 142.8703003, 125.5641327]",71,"[42.56768036, 109.0180054, 158.2352905]",1
20,"[46.10832214, 142.8703003, 125.5641327]",75,"[41.41545105, 63.59588242, 153.7163696]",1
20,"[46.10832214, 142.8703003, 125.5641327]",78,"[43.03504944, 94.88861084, 162.0728912]",2
20,"[46.10832214, 142.8703003, 125.5641327]",79,"[46.01379776, 104.5724182, 166.0837097]",2
20,"[46.10832214, 142.8703003, 125.5641327]",81,"[58.59506226, 43.15229034, 152.1497955]",1
20,"[46.10832214, 142.8703003, 125.5641327]",83,"[46.60237122, 60.04891205, 160.5887146]",1
20,"[46.10832214, 142.8703003, 125.5641327]",85,"[46.25086975, 81.35145569, 166.1690979]",1
20,"[46.10832214, 142.8703003, 125.5641327]",89,"[63.97809601, 42.09529877, 158.5378723]",1
20,"[46.10832214, 142.8703003, 125.5641327]",90,"[57.71652222, 49.43274689, 163.1681366]",1
20,"[46.10832214, 142.8703003, 125.5641327]",91,"[53.56635666, 57.96323395, 167.4579163]",1
20,"[46.10832214, 142.8703003, 125.5641327]",93,"[53.16075134, 77.81087494, 171.5006256]",1
20,"[46.10832214, 142.8703003, 125.5641327]",96,"[61.06736755, 107.1714401, 179.7997131]",2
20,"[46.10832214, 142.8703003, 125.5641327]",104,"[40.50615692, 136.464386, 128.2812347]",2
20,"[46.10832214, 142.8703003, 125.5641327]",110,"[33.60301971, 113.0844498, 127.6641922]",1
20,"[46.10832214, 142.8703003, 125.5641327]",111,"[37.79614639, 122.8765488, 130.7914734]",1
20,"[46.10832214, 142.8703003, 125.5641327]",118,"[32.5107193, 107.2374268, 133.7828674]",1
22,"[75.83336639, 104.5458603, 79.74345398]",16,"[64.83947754, 153.8170471, 109.4194031]",1
30,"[47.07077408, 112.9485016, 79.29278564]",13,"[51.21172333, 155.2554626, 116.4246902]",1
30,"[47.07077408, 112.9485016, 79.29278564]",45,"[120.5362473, 44.73541641, 83.17926025]",1
30,"[47.07077408, 112.9485016, 79.29278564]",58,"[59.44711685, 171.0057678, 156.4195709]",1
30,"[47.07077408, 112.9485016, 79.29278564]",59,"[61.01449585, 164.7238617, 161.7114258]",1
30,"[47.07077408, 112.9485016, 79.29278564]",92,"[51.61279297, 68.16239166, 169.7157898]",1
30,"[47.07077408, 112.9485016, 79.29278564]",124,"[36.35282898, 82.27735138, 133.3805237]",1
31,"[42.35289764, 114.7987442, 84.63811493]",34,"[37.88485718, 122.9497375, 106.0221863]",1
31,"[42.35289764, 114.7987442, 84.63811493]",75,"[41.41545105, 63.59588242, 153.7163696]",1
34,"[37.88485718, 122.9497375, 106.0221863]",31,"[42.35289764, 114.7987442, 84.63811493]",1
34,"[37.88485718, 122.9497375, 106.0221863]",39,"[59.72214127, 62.80955505, 65.33495331]",1
34,"[37.88485718, 122.9497375, 106.0221863]",40,"[54.50421906, 66.29293823, 72.03175354]",1
34,"[37.88485718, 122.9497375, 106.0221863]",69,"[37.74136353, 88.42960358, 152.3104248]",1
34,"[37.88485718, 122.9497375, 106.0221863]",75,"[41.41545105, 63.59588242, 153.7163696]",1
34,"[37.88485718, 122.9497375, 106.0221863]",76,"[38.3068924, 73.96008301, 156.2806091]",1
34,"[37.88485718, 122.9497375, 106.0221863]",91,"[53.56635666, 57.96323395, 167.4579163]",1
34,"[37.88485718, 122.9497375, 106.0221863]",109,"[32.83508301, 101.4815216, 122.8433228]",1
34,"[37.88485718, 122.9497375, 106.0221863]",119,"[35.56945419, 117.6499405, 136.7276917]",1
37,"[79.42001343, 61.13600922, 55.47006226]",36,"[107.0545807, 74.76141357, 58.13384247]",1
39,"[59.72214127, 62.80955505, 65.33495331]",40,"[54.50421906, 66.29293823, 72.03175354]",6
39,"[59.72214127, 62.80955505, 65.33495331]",48,"[77.87369537, 31.06650925, 91.66160583]",2
39,"[59.72214127, 62.80955505, 65.33495331]",51,"[61.27109528, 37.51719284, 105.8707733]",1
39,"[59.72214127, 62.80955505, 65.33495331]",52,"[56.533741, 41.9704361, 110.6418228]",1
39,"[59.72214127, 62.80955505, 65.33495331]",53,"[50.07582855, 47.61004257, 114.8957672]",1
39,"[59.72214127, 62.80955505, 65.33495331]",58,"[59.44711685, 171.0057678, 156.4195709]",1
39,"[59.72214127, 62.80955505, 65.33495331]",59,"[61.01449585, 164.7238617, 161.7114258]",5
39,"[59.72214127, 62.80955505, 65.33495331]",60,"[58.11058807, 179.6183167, 132.4685059]",1
39,"[59.72214127, 62.80955505, 65.33495331]",62,"[52.44224548, 170.8167877, 146.372757]",2
39,"[59.72214127, 62.80955505, 65.33495331]",68,"[34.91020966, 78.02272034, 149.7407227]",1
39,"[59.72214127, 62.80955505, 65.33495331]",69,"[37.74136353, 88.42960358, 152.3104248]",1
39,"[59.72214127, 62.80955505, 65.33495331]",70,"[38.61865616, 99.38539124, 155.8343048]",1
39,"[59.72214127, 62.80955505, 65.33495331]",71,"[42.56768036, 109.0180054, 158.2352905]",1
39,"[59.72214127, 62.80955505, 65.33495331]",72,"[44.20722198, 119.0409088, 160.3303223]",2
39,"[59.72214127, 62.80955505, 65.33495331]",75,"[41.41545105, 63.59588242, 153.7163696]",5
39,"[59.72214127, 62.80955505, 65.33495331]",76,"[38.3068924, 73.96008301, 156.2806091]",7
39,"[59.72214127, 62.80955505, 65.33495331]",79,"[46.01379776, 104.5724182, 166.0837097]",1
39,"[59.72214127, 62.80955505, 65.33495331]",80,"[47.95235062, 114.578186, 168.8221741]",1
39,"[59.72214127, 62.80955505, 65.33495331]",81,"[58.59506226, 43.15229034, 152.1497955]",5
39,"[59.72214127, 62.80955505, 65.33495331]",82,"[51.80251312, 50.55010223, 156.5683746]",1
39,"[59.72214127, 62.80955505, 65.33495331]",83,"[46.60237122, 60.04891205, 160.5887146]",5
39,"[59.72214127, 62.80955505, 65.33495331]",84,"[45.83430099, 71.89839172, 163.7348938]",12
39,"[59.72214127, 62.80955505, 65.33495331]",85,"[46.25086975, 81.35145569, 166.1690979]",1
39,"[59.72214127, 62.80955505, 65.33495331]",87,"[49.53035736, 99.92474365, 171.1462555]",1
39,"[59.72214127, 62.80955505, 65.33495331]",89,"[63.97809601, 42.09529877, 158.5378723]",2
39,"[59.72214127, 62.80955505, 65.33495331]",90,"[57.71652222, 49.43274689, 163.1681366]",3
39,"[59.72214127, 62.80955505, 65.33495331]",91,"[53.56635666, 57.96323395, 167.4579163]",9
39,"[59.72214127, 62.80955505, 65.33495331]",92,"[51.61279297, 68.16239166, 169.7157898]",15
39,"[59.72214127, 62.80955505, 65.33495331]",93,"[53.16075134, 77.81087494, 171.5006256]",4
39,"[59.72214127, 62.80955505, 65.33495331]",116,"[33.36973572, 85.51229858, 126.1075974]",1
39,"[59.72214127, 62.80955505, 65.33495331]",119,"[35.56945419, 117.6499405, 136.7276917]",1
39,"[59.72214127, 62.80955505, 65.33495331]",124,"[36.35282898, 82.27735138, 133.3805237]",2
40,"[54.50421906, 66.29293823, 72.03175354]",11,"[60.28677368, 160.8241577, 110.6608505]",1
40,"[54.50421906, 66.29293823, 72.03175354]",34,"[37.88485718, 122.9497375, 106.0221863]",1
40,"[54.50421906, 66.29293823, 72.03175354]",39,"[59.72214127, 62.80955505, 65.33495331]",6
40,"[54.50421906, 66.29293823, 72.03175354]",41,"[49.3511467, 70.0541687, 80.31544495]",1
40,"[54.50421906, 66.29293823, 72.03175354]",58,"[59.44711685, 171.0057678, 156.4195709]",1
40,"[54.50421906, 66.29293823, 72.03175354]",72,"[44.20722198, 119.0409088, 160.3303223]",1
40,"[54.50421906, 66.29293823, 72.03175354]",74,"[47.07555389, 53.91043854, 149.5325928]",3
