start,startPosition,end,endPosition,frequency
58,"[145.272644042969, 165.029968261719, 141.507080078125]",88,"[146.296234130859, 94.5201263427734, 169.774810791016]",40
58,"[145.272644042969, 165.029968261719, 141.507080078125]",89,"[123.24536895752, 163.177642822266, 160.847427368164]",26
58,"[145.272644042969, 165.029968261719, 141.507080078125]",90,"[126.428924560547, 153.634704589844, 163.887054443359]",7
58,"[145.272644042969, 165.029968261719, 141.507080078125]",91,"[129.300964355469, 144.774627685547, 166.904693603516]",6
58,"[145.272644042969, 165.029968261719, 141.507080078125]",92,"[128.704620361328, 133.460098266602, 168.202728271484]",7
58,"[145.272644042969, 165.029968261719, 141.507080078125]",93,"[133.421844482422, 121.468811035156, 172.495513916016]",2
58,"[145.272644042969, 165.029968261719, 141.507080078125]",94,"[139.751235961914, 109.109580993652, 176.829193115234]",7
58,"[145.272644042969, 165.029968261719, 141.507080078125]",95,"[142.112106323242, 98.2465896606445, 177.792465209961]",20
58,"[145.272644042969, 165.029968261719, 141.507080078125]",96,"[145.032943725586, 88.1519393920898, 178.122940063477]",9
58,"[145.272644042969, 165.029968261719, 141.507080078125]",99,"[121.933197021484, 140.269653320313, 171.596832275391]",2
58,"[145.272644042969, 165.029968261719, 141.507080078125]",100,"[125.119987487793, 126.575744628906, 176.024719238281]",1
58,"[145.272644042969, 165.029968261719, 141.507080078125]",101,"[130.231506347656, 114.29305267334, 183.052642822266]",1
58,"[145.272644042969, 165.029968261719, 141.507080078125]",102,"[135.048889160156, 103.178604125977, 186.348114013672]",14
58,"[145.272644042969, 165.029968261719, 141.507080078125]",103,"[138.054092407227, 90.9049072265625, 185.148300170898]",8
58,"[145.272644042969, 165.029968261719, 141.507080078125]",104,"[139.82746887207, 80.8504486083984, 184.762222290039]",15
59,"[147.387954711914, 154.761169433594, 144.278991699219]",11,"[138.115783691406, 166.815368652344, 110.192565917969]",9
59,"[147.387954711914, 154.761169433594, 144.278991699219]",12,"[142.168121337891, 181.290649414063, 112.606002807617]",2
59,"[147.387954711914, 154.761169433594, 144.278991699219]",13,"[141.510070800781, 183.282073974609, 121.512069702148]",14
59,"[147.387954711914, 154.761169433594, 144.278991699219]",19,"[134.525161743164, 137.630401611328, 79.4138793945313]",29
59,"[147.387954711914, 154.761169433594, 144.278991699219]",20,"[139.903259277344, 145.456604003906, 83.0818939208984]",14
59,"[147.387954711914, 154.761169433594, 144.278991699219]",22,"[144.041473388672, 150.005645751953, 101.785850524902]",1
59,"[147.387954711914, 154.761169433594, 144.278991699219]",23,"[149.880966186523, 157.535461425781, 109.604438781738]",1
59,"[147.387954711914, 154.761169433594, 144.278991699219]",31,"[159.121353149414, 133.200607299805, 132.419250488281]",1
59,"[147.387954711914, 154.761169433594, 144.278991699219]",37,"[146.930099487305, 62.2486381530762, 141.753280639648]",3
59,"[147.387954711914, 154.761169433594, 144.278991699219]",40,"[143.513229370117, 74.7163467407227, 163.437545776367]",5
59,"[147.387954711914, 154.761169433594, 144.278991699219]",41,"[146.961120605469, 174.306671142578, 123.760581970215]",2
59,"[147.387954711914, 154.761169433594, 144.278991699219]",45,"[156.297119140625, 140.182327270508, 136.509704589844]",4
59,"[147.387954711914, 154.761169433594, 144.278991699219]",48,"[162.016784667969, 110.453544616699, 141.470611572266]",2
59,"[147.387954711914, 154.761169433594, 144.278991699219]",50,"[146.748474121094, 166.293167114258, 134.64582824707]",1
59,"[147.387954711914, 154.761169433594, 144.278991699219]",55,"[158.1484375, 122.993423461914, 146.970474243164]",20
59,"[147.387954711914, 154.761169433594, 144.278991699219]",56,"[162.753692626953, 109.85758972168, 149.125045776367]",14
59,"[147.387954711914, 154.761169433594, 144.278991699219]",57,"[141.585845947266, 172.507766723633, 137.766143798828]",60
59,"[147.387954711914, 154.761169433594, 144.278991699219]",58,"[145.272644042969, 165.029968261719, 141.507080078125]",73
59,"[147.387954711914, 154.761169433594, 144.278991699219]",60,"[148.658752441406, 145.612274169922, 144.978363037109]",61
59,"[147.387954711914, 154.761169433594, 144.278991699219]",61,"[152.337371826172, 136.531280517578, 148.623443603516]",37
59,"[147.387954711914, 154.761169433594, 144.278991699219]",62,"[153.248168945313, 128.083526611328, 150.412384033203]",60
59,"[147.387954711914, 154.761169433594, 144.278991699219]",63,"[156.858428955078, 120.272644042969, 153.920471191406]",58
59,"[147.387954711914, 154.761169433594, 144.278991699219]",64,"[159.923980712891, 106.975082397461, 154.952331542969]",40
59,"[147.387954711914, 154.761169433594, 144.278991699219]",66,"[142.332489013672, 161.687164306641, 147.960601806641]",2
59,"[147.387954711914, 154.761169433594, 144.278991699219]",67,"[144.785705566406, 151.356658935547, 150.416473388672]",2
59,"[147.387954711914, 154.761169433594, 144.278991699219]",69,"[148.403366088867, 133.275024414063, 154.729370117188]",14
59,"[147.387954711914, 154.761169433594, 144.278991699219]",70,"[151.385025024414, 123.832473754883, 157.891616821289]",68
59,"[147.387954711914, 154.761169433594, 144.278991699219]",72,"[158.27294921875, 102.543960571289, 160.457229614258]",62
59,"[147.387954711914, 154.761169433594, 144.278991699219]",73,"[132.517990112305, 168.366882324219, 150.232055664063]",1
59,"[147.387954711914, 154.761169433594, 144.278991699219]",74,"[137.393859863281, 159.848663330078, 153.828704833984]",2
59,"[147.387954711914, 154.761169433594, 144.278991699219]",75,"[139.177734375, 150.923767089844, 155.853851318359]",7
59,"[147.387954711914, 154.761169433594, 144.278991699219]",76,"[142.160507202148, 142.335327148438, 158.860244750977]",5
59,"[147.387954711914, 154.761169433594, 144.278991699219]",77,"[143.384338378906, 133.111267089844, 160.524078369141]",35
59,"[147.387954711914, 154.761169433594, 144.278991699219]",78,"[147.340835571289, 121.565628051758, 163.375396728516]",56
59,"[147.387954711914, 154.761169433594, 144.278991699219]",79,"[152.297546386719, 110.439277648926, 165.796768188477]",53
59,"[147.387954711914, 154.761169433594, 144.278991699219]",80,"[154.009948730469, 99.6354827880859, 164.822769165039]",34
59,"[147.387954711914, 154.761169433594, 144.278991699219]",81,"[127.291488647461, 165.8056640625, 155.817199707031]",48
59,"[147.387954711914, 154.761169433594, 144.278991699219]",82,"[131.881317138672, 157.160125732422, 159.293716430664]",8
59,"[147.387954711914, 154.761169433594, 144.278991699219]",83,"[136.253372192383, 147.93034362793, 162.544525146484]",10
59,"[147.387954711914, 154.761169433594, 144.278991699219]",84,"[137.512908935547, 138.574401855469, 164.48161315918]",4
59,"[147.387954711914, 154.761169433594, 144.278991699219]",85,"[140.277969360352, 127.609336853027, 166.846221923828]",33
59,"[147.387954711914, 154.761169433594, 144.278991699219]",86,"[142.474761962891, 114.694999694824, 168.628967285156]",14
59,"[147.387954711914, 154.761169433594, 144.278991699219]",87,"[143.150955200195, 102.914924621582, 168.487869262695]",44
59,"[147.387954711914, 154.761169433594, 144.278991699219]",88,"[146.296234130859, 94.5201263427734, 169.774810791016]",35
59,"[147.387954711914, 154.761169433594, 144.278991699219]",89,"[123.24536895752, 163.177642822266, 160.847427368164]",29
59,"[147.387954711914, 154.761169433594, 144.278991699219]",90,"[126.428924560547, 153.634704589844, 163.887054443359]",7
59,"[147.387954711914, 154.761169433594, 144.278991699219]",91,"[129.300964355469, 144.774627685547, 166.904693603516]",5
59,"[147.387954711914, 154.761169433594, 144.278991699219]",92,"[128.704620361328, 133.460098266602, 168.202728271484]",9
59,"[147.387954711914, 154.761169433594, 144.278991699219]",93,"[133.421844482422, 121.468811035156, 172.495513916016]",1
59,"[147.387954711914, 154.761169433594, 144.278991699219]",94,"[139.751235961914, 109.109580993652, 176.829193115234]",9
59,"[147.387954711914, 154.761169433594, 144.278991699219]",95,"[142.112106323242, 98.2465896606445, 177.792465209961]",27
59,"[147.387954711914, 154.761169433594, 144.278991699219]",96,"[145.032943725586, 88.1519393920898, 178.122940063477]",14
59,"[147.387954711914, 154.761169433594, 144.278991699219]",99,"[121.933197021484, 140.269653320313, 171.596832275391]",2
59,"[147.387954711914, 154.761169433594, 144.278991699219]",101,"[130.231506347656, 114.29305267334, 183.052642822266]",2
59,"[147.387954711914, 154.761169433594, 144.278991699219]",102,"[135.048889160156, 103.178604125977, 186.348114013672]",10
59,"[147.387954711914, 154.761169433594, 144.278991699219]",103,"[138.054092407227, 90.9049072265625, 185.148300170898]",4
59,"[147.387954711914, 154.761169433594, 144.278991699219]",104,"[139.82746887207, 80.8504486083984, 184.762222290039]",9
60,"[148.658752441406, 145.612274169922, 144.978363037109]",11,"[138.115783691406, 166.815368652344, 110.192565917969]",4
60,"[148.658752441406, 145.612274169922, 144.978363037109]",12,"[142.168121337891, 181.290649414063, 112.606002807617]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",13,"[141.510070800781, 183.282073974609, 121.512069702148]",8
60,"[148.658752441406, 145.612274169922, 144.978363037109]",19,"[134.525161743164, 137.630401611328, 79.4138793945313]",12
60,"[148.658752441406, 145.612274169922, 144.978363037109]",20,"[139.903259277344, 145.456604003906, 83.0818939208984]",5
60,"[148.658752441406, 145.612274169922, 144.978363037109]",21,"[143.370513916016, 148.862396240234, 92.4859619140625]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",22,"[144.041473388672, 150.005645751953, 101.785850524902]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",23,"[149.880966186523, 157.535461425781, 109.604438781738]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",34,"[146.870986938477, 49.8311538696289, 121.126220703125]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",39,"[145.143127441406, 70.3753051757813, 155.929061889648]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",40,"[143.513229370117, 74.7163467407227, 163.437545776367]",2
60,"[148.658752441406, 145.612274169922, 144.978363037109]",41,"[146.961120605469, 174.306671142578, 123.760581970215]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",45,"[156.297119140625, 140.182327270508, 136.509704589844]",5
60,"[148.658752441406, 145.612274169922, 144.978363037109]",48,"[162.016784667969, 110.453544616699, 141.470611572266]",2
60,"[148.658752441406, 145.612274169922, 144.978363037109]",55,"[158.1484375, 122.993423461914, 146.970474243164]",19
60,"[148.658752441406, 145.612274169922, 144.978363037109]",56,"[162.753692626953, 109.85758972168, 149.125045776367]",10
60,"[148.658752441406, 145.612274169922, 144.978363037109]",57,"[141.585845947266, 172.507766723633, 137.766143798828]",24
60,"[148.658752441406, 145.612274169922, 144.978363037109]",58,"[145.272644042969, 165.029968261719, 141.507080078125]",33
60,"[148.658752441406, 145.612274169922, 144.978363037109]",59,"[147.387954711914, 154.761169433594, 144.278991699219]",50
60,"[148.658752441406, 145.612274169922, 144.978363037109]",61,"[152.337371826172, 136.531280517578, 148.623443603516]",24
60,"[148.658752441406, 145.612274169922, 144.978363037109]",62,"[153.248168945313, 128.083526611328, 150.412384033203]",25
60,"[148.658752441406, 145.612274169922, 144.978363037109]",63,"[156.858428955078, 120.272644042969, 153.920471191406]",32
60,"[148.658752441406, 145.612274169922, 144.978363037109]",64,"[159.923980712891, 106.975082397461, 154.952331542969]",19
60,"[148.658752441406, 145.612274169922, 144.978363037109]",69,"[148.403366088867, 133.275024414063, 154.729370117188]",9
60,"[148.658752441406, 145.612274169922, 144.978363037109]",70,"[151.385025024414, 123.832473754883, 157.891616821289]",41
60,"[148.658752441406, 145.612274169922, 144.978363037109]",72,"[158.27294921875, 102.543960571289, 160.457229614258]",46
60,"[148.658752441406, 145.612274169922, 144.978363037109]",74,"[137.393859863281, 159.848663330078, 153.828704833984]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",75,"[139.177734375, 150.923767089844, 155.853851318359]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",76,"[142.160507202148, 142.335327148438, 158.860244750977]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",77,"[143.384338378906, 133.111267089844, 160.524078369141]",22
60,"[148.658752441406, 145.612274169922, 144.978363037109]",78,"[147.340835571289, 121.565628051758, 163.375396728516]",32
60,"[148.658752441406, 145.612274169922, 144.978363037109]",79,"[152.297546386719, 110.439277648926, 165.796768188477]",32
60,"[148.658752441406, 145.612274169922, 144.978363037109]",80,"[154.009948730469, 99.6354827880859, 164.822769165039]",31
60,"[148.658752441406, 145.612274169922, 144.978363037109]",81,"[127.291488647461, 165.8056640625, 155.817199707031]",32
60,"[148.658752441406, 145.612274169922, 144.978363037109]",82,"[131.881317138672, 157.160125732422, 159.293716430664]",4
60,"[148.658752441406, 145.612274169922, 144.978363037109]",83,"[136.253372192383, 147.93034362793, 162.544525146484]",4
60,"[148.658752441406, 145.612274169922, 144.978363037109]",84,"[137.512908935547, 138.574401855469, 164.48161315918]",2
60,"[148.658752441406, 145.612274169922, 144.978363037109]",85,"[140.277969360352, 127.609336853027, 166.846221923828]",28
60,"[148.658752441406, 145.612274169922, 144.978363037109]",86,"[142.474761962891, 114.694999694824, 168.628967285156]",6
60,"[148.658752441406, 145.612274169922, 144.978363037109]",87,"[143.150955200195, 102.914924621582, 168.487869262695]",23
60,"[148.658752441406, 145.612274169922, 144.978363037109]",88,"[146.296234130859, 94.5201263427734, 169.774810791016]",20
60,"[148.658752441406, 145.612274169922, 144.978363037109]",89,"[123.24536895752, 163.177642822266, 160.847427368164]",21
60,"[148.658752441406, 145.612274169922, 144.978363037109]",90,"[126.428924560547, 153.634704589844, 163.887054443359]",3
60,"[148.658752441406, 145.612274169922, 144.978363037109]",92,"[128.704620361328, 133.460098266602, 168.202728271484]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",93,"[133.421844482422, 121.468811035156, 172.495513916016]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",94,"[139.751235961914, 109.109580993652, 176.829193115234]",7
60,"[148.658752441406, 145.612274169922, 144.978363037109]",95,"[142.112106323242, 98.2465896606445, 177.792465209961]",14
60,"[148.658752441406, 145.612274169922, 144.978363037109]",96,"[145.032943725586, 88.1519393920898, 178.122940063477]",7
60,"[148.658752441406, 145.612274169922, 144.978363037109]",99,"[121.933197021484, 140.269653320313, 171.596832275391]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",100,"[125.119987487793, 126.575744628906, 176.024719238281]",1
60,"[148.658752441406, 145.612274169922, 144.978363037109]",101,"[130.231506347656, 114.29305267334, 183.052642822266]",2
60,"[148.658752441406, 145.612274169922, 144.978363037109]",102,"[135.048889160156, 103.178604125977, 186.348114013672]",8
60,"[148.658752441406, 145.612274169922, 144.978363037109]",103,"[138.054092407227, 90.9049072265625, 185.148300170898]",3
60,"[148.658752441406, 145.612274169922, 144.978363037109]",104,"[139.82746887207, 80.8504486083984, 184.762222290039]",6
61,"[152.337371826172, 136.531280517578, 148.623443603516]",11,"[138.115783691406, 166.815368652344, 110.192565917969]",4
61,"[152.337371826172, 136.531280517578, 148.623443603516]",12,"[142.168121337891, 181.290649414063, 112.606002807617]",2
61,"[152.337371826172, 136.531280517578, 148.623443603516]",13,"[141.510070800781, 183.282073974609, 121.512069702148]",8
61,"[152.337371826172, 136.531280517578, 148.623443603516]",19,"[134.525161743164, 137.630401611328, 79.4138793945313]",17
61,"[152.337371826172, 136.531280517578, 148.623443603516]",20,"[139.903259277344, 145.456604003906, 83.0818939208984]",9
61,"[152.337371826172, 136.531280517578, 148.623443603516]",22,"[144.041473388672, 150.005645751953, 101.785850524902]",1
61,"[152.337371826172, 136.531280517578, 148.623443603516]",23,"[149.880966186523, 157.535461425781, 109.604438781738]",1
61,"[152.337371826172, 136.531280517578, 148.623443603516]",39,"[145.143127441406, 70.3753051757813, 155.929061889648]",2
61,"[152.337371826172, 136.531280517578, 148.623443603516]",40,"[143.513229370117, 74.7163467407227, 163.437545776367]",3
61,"[152.337371826172, 136.531280517578, 148.623443603516]",41,"[146.961120605469, 174.306671142578, 123.760581970215]",1
61,"[152.337371826172, 136.531280517578, 148.623443603516]",45,"[156.297119140625, 140.182327270508, 136.509704589844]",2
61,"[152.337371826172, 136.531280517578, 148.623443603516]",55,"[158.1484375, 122.993423461914, 146.970474243164]",13
61,"[152.337371826172, 136.531280517578, 148.623443603516]",56,"[162.753692626953, 109.85758972168, 149.125045776367]",8
61,"[152.337371826172, 136.531280517578, 148.623443603516]",57,"[141.585845947266, 172.507766723633, 137.766143798828]",32
61,"[152.337371826172, 136.531280517578, 148.623443603516]",58,"[145.272644042969, 165.029968261719, 141.507080078125]",33
61,"[152.337371826172, 136.531280517578, 148.623443603516]",59,"[147.387954711914, 154.761169433594, 144.278991699219]",31
61,"[152.337371826172, 136.531280517578, 148.623443603516]",60,"[148.658752441406, 145.612274169922, 144.978363037109]",21
61,"[152.337371826172, 136.531280517578, 148.623443603516]",62,"[153.248168945313, 128.083526611328, 150.412384033203]",40
61,"[152.337371826172, 136.531280517578, 148.623443603516]",63,"[156.858428955078, 120.272644042969, 153.920471191406]",29
61,"[152.337371826172, 136.531280517578, 148.623443603516]",64,"[159.923980712891, 106.975082397461, 154.952331542969]",21
61,"[152.337371826172, 136.531280517578, 148.623443603516]",67,"[144.785705566406, 151.356658935547, 150.416473388672]",2
61,"[152.337371826172, 136.531280517578, 148.623443603516]",69,"[148.403366088867, 133.275024414063, 154.729370117188]",8
61,"[152.337371826172, 136.531280517578, 148.623443603516]",70,"[151.385025024414, 123.832473754883, 157.891616821289]",28
61,"[152.337371826172, 136.531280517578, 148.623443603516]",72,"[158.27294921875, 102.543960571289, 160.457229614258]",25
61,"[152.337371826172, 136.531280517578, 148.623443603516]",75,"[139.177734375, 150.923767089844, 155.853851318359]",2
61,"[152.337371826172, 136.531280517578, 148.623443603516]",76,"[142.160507202148, 142.335327148438, 158.860244750977]",2
61,"[152.337371826172, 136.531280517578, 148.623443603516]",77,"[143.384338378906, 133.111267089844, 160.524078369141]",16
61,"[152.337371826172, 136.531280517578, 148.623443603516]",78,"[147.340835571289, 121.565628051758, 163.375396728516]",21
61,"[152.337371826172, 136.531280517578, 148.623443603516]",79,"[152.297546386719, 110.439277648926, 165.796768188477]",21
61,"[152.337371826172, 136.531280517578, 148.623443603516]",80,"[154.009948730469, 99.6354827880859, 164.822769165039]",14
61,"[152.337371826172, 136.531280517578, 148.623443603516]",81,"[127.291488647461, 165.8056640625, 155.817199707031]",13
61,"[152.337371826172, 136.531280517578, 148.623443603516]",82,"[131.881317138672, 157.160125732422, 159.293716430664]",1
61,"[152.337371826172, 136.531280517578, 148.623443603516]",83,"[136.253372192383, 147.93034362793, 162.544525146484]",2
61,"[152.337371826172, 136.531280517578, 148.623443603516]",84,"[137.512908935547, 138.574401855469, 164.48161315918]",3
61,"[152.337371826172, 136.531280517578, 148.623443603516]",85,"[140.277969360352, 127.609336853027, 166.846221923828]",13
61,"[152.337371826172, 136.531280517578, 148.623443603516]",86,"[142.474761962891, 114.694999694824, 168.628967285156]",8
61,"[152.337371826172, 136.531280517578, 148.623443603516]",87,"[143.150955200195, 102.914924621582, 168.487869262695]",15
61,"[152.337371826172, 136.531280517578, 148.623443603516]",88,"[146.296234130859, 94.5201263427734, 169.774810791016]",21
61,"[152.337371826172, 136.531280517578, 148.623443603516]",89,"[123.24536895752, 163.177642822266, 160.847427368164]",8
61,"[152.337371826172, 136.531280517578, 148.623443603516]",90,"[126.428924560547, 153.634704589844, 163.887054443359]",3
61,"[152.337371826172, 136.531280517578, 148.623443603516]",91,"[129.300964355469, 144.774627685547, 166.904693603516]",2
61,"[152.337371826172, 136.531280517578, 148.623443603516]",92,"[128.704620361328, 133.460098266602, 168.202728271484]",3
61,"[152.337371826172, 136.531280517578, 148.623443603516]",94,"[139.751235961914, 109.109580993652, 176.829193115234]",3
61,"[152.337371826172, 136.531280517578, 148.623443603516]",95,"[142.112106323242, 98.2465896606445, 177.792465209961]",9
61,"[152.337371826172, 136.531280517578, 148.623443603516]",96,"[145.032943725586, 88.1519393920898, 178.122940063477]",5
61,"[152.337371826172, 136.531280517578, 148.623443603516]",99,"[121.933197021484, 140.269653320313, 171.596832275391]",2
61,"[152.337371826172, 136.531280517578, 148.623443603516]",100,"[125.119987487793, 126.575744628906, 176.024719238281]",1
61,"[152.337371826172, 136.531280517578, 148.623443603516]",101,"[130.231506347656, 114.29305267334, 183.052642822266]",1
61,"[152.337371826172, 136.531280517578, 148.623443603516]",102,"[135.048889160156, 103.178604125977, 186.348114013672]",11
61,"[152.337371826172, 136.531280517578, 148.623443603516]",103,"[138.054092407227, 90.9049072265625, 185.148300170898]",6
61,"[152.337371826172, 136.531280517578, 148.623443603516]",104,"[139.82746887207, 80.8504486083984, 184.762222290039]",10
62,"[153.248168945313, 128.083526611328, 150.412384033203]",11,"[138.115783691406, 166.815368652344, 110.192565917969]",6
62,"[153.248168945313, 128.083526611328, 150.412384033203]",12,"[142.168121337891, 181.290649414063, 112.606002807617]",3
62,"[153.248168945313, 128.083526611328, 150.412384033203]",13,"[141.510070800781, 183.282073974609, 121.512069702148]",15
62,"[153.248168945313, 128.083526611328, 150.412384033203]",19,"[134.525161743164, 137.630401611328, 79.4138793945313]",19
62,"[153.248168945313, 128.083526611328, 150.412384033203]",20,"[139.903259277344, 145.456604003906, 83.0818939208984]",10
62,"[153.248168945313, 128.083526611328, 150.412384033203]",31,"[159.121353149414, 133.200607299805, 132.419250488281]",1
62,"[153.248168945313, 128.083526611328, 150.412384033203]",37,"[146.930099487305, 62.2486381530762, 141.753280639648]",1
62,"[153.248168945313, 128.083526611328, 150.412384033203]",39,"[145.143127441406, 70.3753051757813, 155.929061889648]",3
62,"[153.248168945313, 128.083526611328, 150.412384033203]",40,"[143.513229370117, 74.7163467407227, 163.437545776367]",3
62,"[153.248168945313, 128.083526611328, 150.412384033203]",45,"[156.297119140625, 140.182327270508, 136.509704589844]",2
62,"[153.248168945313, 128.083526611328, 150.412384033203]",48,"[162.016784667969, 110.453544616699, 141.470611572266]",1
62,"[153.248168945313, 128.083526611328, 150.412384033203]",50,"[146.748474121094, 166.293167114258, 134.64582824707]",1
62,"[153.248168945313, 128.083526611328, 150.412384033203]",55,"[158.1484375, 122.993423461914, 146.970474243164]",26
62,"[153.248168945313, 128.083526611328, 150.412384033203]",56,"[162.753692626953, 109.85758972168, 149.125045776367]",14
62,"[153.248168945313, 128.083526611328, 150.412384033203]",57,"[141.585845947266, 172.507766723633, 137.766143798828]",73
62,"[153.248168945313, 128.083526611328, 150.412384033203]",58,"[145.272644042969, 165.029968261719, 141.507080078125]",68
62,"[153.248168945313, 128.083526611328, 150.412384033203]",59,"[147.387954711914, 154.761169433594, 144.278991699219]",75
62,"[153.248168945313, 128.083526611328, 150.412384033203]",60,"[148.658752441406, 145.612274169922, 144.978363037109]",35
62,"[153.248168945313, 128.083526611328, 150.412384033203]",61,"[152.337371826172, 136.531280517578, 148.623443603516]",43
62,"[153.248168945313, 128.083526611328, 150.412384033203]",63,"[156.858428955078, 120.272644042969, 153.920471191406]",63
62,"[153.248168945313, 128.083526611328, 150.412384033203]",64,"[159.923980712891, 106.975082397461, 154.952331542969]",35
62,"[153.248168945313, 128.083526611328, 150.412384033203]",69,"[148.403366088867, 133.275024414063, 154.729370117188]",6
62,"[153.248168945313, 128.083526611328, 150.412384033203]",70,"[151.385025024414, 123.832473754883, 157.891616821289]",55
62,"[153.248168945313, 128.083526611328, 150.412384033203]",72,"[158.27294921875, 102.543960571289, 160.457229614258]",35
62,"[153.248168945313, 128.083526611328, 150.412384033203]",74,"[137.393859863281, 159.848663330078, 153.828704833984]",1
62,"[153.248168945313, 128.083526611328, 150.412384033203]",75,"[139.177734375, 150.923767089844, 155.853851318359]",3
62,"[153.248168945313, 128.083526611328, 150.412384033203]",76,"[142.160507202148, 142.335327148438, 158.860244750977]",6
62,"[153.248168945313, 128.083526611328, 150.412384033203]",77,"[143.384338378906, 133.111267089844, 160.524078369141]",24
62,"[153.248168945313, 128.083526611328, 150.412384033203]",78,"[147.340835571289, 121.565628051758, 163.375396728516]",40
62,"[153.248168945313, 128.083526611328, 150.412384033203]",79,"[152.297546386719, 110.439277648926, 165.796768188477]",39
62,"[153.248168945313, 128.083526611328, 150.412384033203]",80,"[154.009948730469, 99.6354827880859, 164.822769165039]",23
62,"[153.248168945313, 128.083526611328, 150.412384033203]",81,"[127.291488647461, 165.8056640625, 155.817199707031]",28
62,"[153.248168945313, 128.083526611328, 150.412384033203]",82,"[131.881317138672, 157.160125732422, 159.293716430664]",6
62,"[153.248168945313, 128.083526611328, 150.412384033203]",83,"[136.253372192383, 147.93034362793, 162.544525146484]",1
62,"[153.248168945313, 128.083526611328, 150.412384033203]",84,"[137.512908935547, 138.574401855469, 164.48161315918]",5
62,"[153.248168945313, 128.083526611328, 150.412384033203]",85,"[140.277969360352, 127.609336853027, 166.846221923828]",24
62,"[153.248168945313, 128.083526611328, 150.412384033203]",86,"[142.474761962891, 114.694999694824, 168.628967285156]",11
62,"[153.248168945313, 128.083526611328, 150.412384033203]",87,"[143.150955200195, 102.914924621582, 168.487869262695]",35
62,"[153.248168945313, 128.083526611328, 150.412384033203]",88,"[146.296234130859, 94.5201263427734, 169.774810791016]",48
62,"[153.248168945313, 128.083526611328, 150.412384033203]",89,"[123.24536895752, 163.177642822266, 160.847427368164]",21
62,"[153.248168945313, 128.083526611328, 150.412384033203]",90,"[126.428924560547, 153.634704589844, 163.887054443359]",4
62,"[153.248168945313, 128.083526611328, 150.412384033203]",91,"[129.300964355469, 144.774627685547, 166.904693603516]",5
62,"[153.248168945313, 128.083526611328, 150.412384033203]",92,"[128.704620361328, 133.460098266602, 168.202728271484]",2
62,"[153.248168945313, 128.083526611328, 150.412384033203]",93,"[133.421844482422, 121.468811035156, 172.495513916016]",3
62,"[153.248168945313, 128.083526611328, 150.412384033203]",94,"[139.751235961914, 109.109580993652, 176.829193115234]",5
62,"[153.248168945313, 128.083526611328, 150.412384033203]",95,"[142.112106323242, 98.2465896606445, 177.792465209961]",17
62,"[153.248168945313, 128.083526611328, 150.412384033203]",96,"[145.032943725586, 88.1519393920898, 178.122940063477]",10
62,"[153.248168945313, 128.083526611328, 150.412384033203]",99,"[121.933197021484, 140.269653320313, 171.596832275391]",1
62,"[153.248168945313, 128.083526611328, 150.412384033203]",101,"[130.231506347656, 114.29305267334, 183.052642822266]",1
62,"[153.248168945313, 128.083526611328, 150.412384033203]",102,"[135.048889160156, 103.178604125977, 186.348114013672]",9
62,"[153.248168945313, 128.083526611328, 150.412384033203]",103,"[138.054092407227, 90.9049072265625, 185.148300170898]",4
62,"[153.248168945313, 128.083526611328, 150.412384033203]",104,"[139.82746887207, 80.8504486083984, 184.762222290039]",14
63,"[156.858428955078, 120.272644042969, 153.920471191406]",11,"[138.115783691406, 166.815368652344, 110.192565917969]",4
63,"[156.858428955078, 120.272644042969, 153.920471191406]",12,"[142.168121337891, 181.290649414063, 112.606002807617]",2
63,"[156.858428955078, 120.272644042969, 153.920471191406]",13,"[141.510070800781, 183.282073974609, 121.512069702148]",18
63,"[156.858428955078, 120.272644042969, 153.920471191406]",19,"[134.525161743164, 137.630401611328, 79.4138793945313]",24
63,"[156.858428955078, 120.272644042969, 153.920471191406]",20,"[139.903259277344, 145.456604003906, 83.0818939208984]",15
63,"[156.858428955078, 120.272644042969, 153.920471191406]",22,"[144.041473388672, 150.005645751953, 101.785850524902]",1
63,"[156.858428955078, 120.272644042969, 153.920471191406]",23,"[149.880966186523, 157.535461425781, 109.604438781738]",1
63,"[156.858428955078, 120.272644042969, 153.920471191406]",31,"[159.121353149414, 133.200607299805, 132.419250488281]",1
63,"[156.858428955078, 120.272644042969, 153.920471191406]",37,"[146.930099487305, 62.2486381530762, 141.753280639648]",1
63,"[156.858428955078, 120.272644042969, 153.920471191406]",39,"[145.143127441406, 70.3753051757813, 155.929061889648]",4
63,"[156.858428955078, 120.272644042969, 153.920471191406]",40,"[143.513229370117, 74.7163467407227, 163.437545776367]",5
