start,end,frequency
80,89,33
80,90,6
80,91,4
80,92,7
80,93,9
80,94,9
80,95,26
80,96,17
80,101,1
80,102,17
80,103,5
80,104,13
80,109,1
80,110,34
80,111,24
80,112,10
80,113,2
80,116,2
80,118,41
80,119,40
80,120,16
80,121,1
81,11,5
81,12,4
81,13,12
81,14,14
81,15,12
81,16,13
81,17,3
81,18,21
81,19,9
81,20,10
81,22,2
81,30,1
81,33,1
81,39,7
81,40,4
81,41,1
81,45,2
81,48,1
81,53,1
81,55,21
81,56,7
81,57,41
81,58,43
81,59,63
81,60,42
81,61,21
81,62,39
81,63,40
81,64,40
81,67,2
81,69,18
81,70,59
81,71,51
81,72,56
81,73,2
81,74,7
81,75,7
81,76,8
81,77,42
81,78,56
81,79,50
81,80,42
81,82,7
81,83,13
81,84,9
81,85,39
81,86,9
81,87,36
81,88,41
81,89,69
81,90,10
81,91,11
81,92,13
81,93,9
81,94,6
81,95,22
81,96,11
81,101,2
81,102,10
81,103,3
81,104,12
81,108,1
81,109,2
81,110,34
81,111,29
81,112,9
81,113,1
81,116,3
81,117,1
81,118,34
81,119,32
81,120,15
81,121,1
81,124,1
82,11,1
82,13,2
82,14,2
82,15,1
82,18,2
82,19,4
82,20,2
82,30,1
82,40,1
82,55,4
82,56,1
82,57,3
82,58,4
82,59,6
82,60,5
82,61,2
82,62,4
82,63,3
82,64,3
82,70,5
82,71,4
82,72,6
82,74,4
82,75,1
82,77,7
82,78,6
82,79,5
82,80,4
82,81,4
82,83,6
82,84,2
82,85,6
82,86,1
82,87,5
82,88,5
82,89,4
82,90,8
82,91,2
82,92,1
82,93,1
82,94,2
82,95,1
82,96,1
82,102,2
82,110,3
82,111,4
82,118,3
82,119,4
82,120,1
83,11,1
83,12,1
83,13,3
83,14,6
83,15,5
83,16,6
83,18,6
83,19,3
83,20,3
83,22,1
83,39,2
83,40,1
83,55,3
83,56,1
83,57,12
83,58,11
83,59,19
83,60,12
83,61,6
83,62,13
83,63,10
83,64,10
83,66,1
83,67,1
83,68,1
83,69,4
83,70,18
83,71,15
83,72,14
83,73,1
83,74,5
83,75,17
83,76,7
83,77,15
83,78,18
83,79,18
83,80,6
83,81,14
83,82,6
83,84,15
83,85,12
83,86,5
83,87,12
83,88,8
83,89,9
83,90,7
83,91,19
83,92,18
83,93,6
83,95,5
83,96,5
83,102,5
83,103,2
83,104,3
83,110,11
83,111,9
83,112,5
83,113,1
83,116,2
83,117,1
83,118,11
83,119,11
83,120,4
83,124,3
84,11,2
84,13,1
84,14,4
84,15,2
84,16,5
84,19,2
84,20,1
84,31,1
84,39,2
84,40,2
84,41,1
84,45,1
84,48,1
84,51,1
84,55,3
84,57,4
84,58,7
84,59,16
84,60,4
84,61,4
84,62,6
84,63,5
84,64,6
84,68,3
84,69,6
84,70,11
84,71,7
84,72,3
84,74,3
84,75,7
84,76,12
84,77,8
84,78,7
84,79,3
84,80,2
84,81,8
84,82,1
84,83,16
84,85,11
84,86,1
84,87,7
84,88,4
84,89,5
84,90,4
84,91,9
84,92,20
84,93,5
84,94,2
84,95,3
84,96,6
84,102,1
84,109,1
84,110,2
84,111,7
84,116,2
84,117,3
84,118,6
84,119,7
84,120,1
84,121,1
84,124,1
85,11,10
85,12,1
85,13,11
85,14,15
85,15,10
85,16,10
85,18,14
85,19,8
85,20,9
85,22,2
85,30,1
85,37,2
85,39,5
85,40,2
85,41,1
85,45,2
85,48,1
85,55,20
85,56,6
85,57,36
85,58,39
85,59,57
85,60,40
85,61,20
85,62,41
85,63,31
85,64,51
85,68,2
85,69,21
85,70,67
85,71,61
85,72,75
85,73,1
85,74,6
85,75,3
85,76,8
85,77,93
85,78,97
85,79,74
85,80,49
85,81,42
85,82,8
85,83,17
85,84,11
85,86,18
85,87,40
85,88,49
85,89,34
85,90,9
85,91,6
85,92,10
85,93,5
85,94,13
85,95,33
85,96,16
85,101,1
85,102,15
85,103,5
85,104,6
85,109,2
85,110,28
85,111,34
85,112,8
85,113,1
85,116,1
85,117,5
85,118,37
85,119,30
85,120,12
86,11,3
86,13,2
86,14,8
86,15,3
86,16,7
86,18,7
86,19,4
86,20,5
86,30,1
86,37,1
86,39,4
86,55,12
86,56,4
86,57,16
86,58,23
86,59,25
86,60,18
86,61,6
86,62,17
86,63,17
86,64,16
86,68,1
86,69,9
86,70,21
86,71,19
86,72,22
86,74,2
86,75,1
86,76,4
86,77,20
86,78,23
86,79,16
86,80,14
86,81,17
86,82,1
86,83,5
86,84,1
86,85,23
86,87,19
86,88,19
86,89,13
86,90,1
86,91,1
86,92,1
86,93,2
86,94,9
86,95,13
86,96,11
86,101,1
86,102,7
86,103,2
86,104,5
86,109,1
86,110,11
86,111,11
86,112,3
86,117,1
86,118,15
86,119,11
86,120,8
87,11,5
87,12,2
87,13,10
87,14,14
87,15,11
87,16,10
87,17,2
87,18,20
87,19,9
87,20,12
87,21,1
87,22,4
87,30,1
87,31,2
87,37,2
87,39,1
87,40,3
87,41,2
87,45,4
87,55,22
87,56,8
87,57,53
87,58,53
87,59,69
87,60,40
87,61,26
87,62,49
87,63,47
87,64,44
87,67,1
87,68,3
87,69,19
87,70,80
87,71,70
87,72,58
87,73,1
87,74,9
87,75,3
87,76,10
87,77,60
87,78,63
87,79,66
87,80,48
87,81,43
87,82,7
87,83,13
87,84,6
87,85,52
87,86,18
87,88,72
87,89,25
87,90,6
87,91,6
87,92,9
87,93,9
87,94,10
87,95,31
87,96,22
87,100,3
87,102,17
87,103,4
87,104,8
87,109,1
87,110,38
87,111,37
87,112,13
87,113,2
87,116,1
87,117,2
87,118,46
87,119,44
87,120,16
87,124,1
88,11,4
88,12,2
88,13,11
88,14,11
88,15,8
88,16,11
88,17,2
88,18,16
88,19,11
88,20,7
88,22,3
88,30,1
88,31,1
88,39,2
88,40,3
88,41,1
88,45,2
88,48,1
88,55,20
88,56,10
88,57,50
88,58,49
88,59,65
88,60,37
88,61,33
88,62,54
88,63,47
88,64,50
88,67,1
88,68,3
88,69,16
88,70,70
88,71,61
88,72,56
88,73,1
88,74,7
88,75,4
88,76,8
88,77,54
88,78,52
88,79,50
88,80,58
88,81,42
88,82,6
88,83,5
88,84,4
88,85,47
88,86,11
88,87,63
88,89,26
88,90,4
88,91,3
88,92,10
88,93,6
88,94,9
88,95,34
88,96,22
88,100,1
88,101,1
88,102,15
88,103,4
88,104,7
88,109,1
88,110,40
88,111,44
88,112,8
88,113,1
88,116,1
88,117,1
88,118,48
88,119,45
88,120,14
88,124,2
89,11,5
89,12,1
89,13,7
89,14,10
89,15,7
89,16,10
89,17,2
89,18,7
89,19,8
89,20,6
89,22,1
89,30,1
89,39,5
89,40,1
89,41,1
89,53,1
89,55,14
89,56,7
89,57,27
89,58,24
89,59,35
89,60,29
89,61,12
89,62,26
89,63,27
89,64,26
89,67,2
89,69,10
89,70,36
89,71,25
89,72,30
89,73,1
89,74,3
89,76,5
89,77,28
89,78,36
89,79,32
89,80,22
89,81,54
89,82,5
89,83,5
89,84,6
89,85,35
89,86,6
89,87,20
89,88,26
89,90,5
89,91,3
89,92,7
89,93,6
89,94,5
89,95,15
89,96,10
89,100,1
89,101,1
89,102,7
89,103,1
89,104,6
89,110,22
89,111,20
89,112,5
89,116,2
89,118,23
89,119,18
89,120,12
89,121,1
90,11,1
90,12,1
90,14,1
90,15,1
90,16,1
90,20,1
90,22,1
90,40,1
90,45,1
90,48,1
90,55,2
90,56,3
90,57,4
90,58,4
90,59,8
90,60,3
90,61,2
90,62,5
90,63,2
90,64,5
90,66,1
90,69,1
90,70,2
90,71,4
90,72,8
90,75,3
90,76,3
90,77,6
90,78,6
90,79,6
90,80,8
90,81,4
90,82,8
90,83,6
90,84,4
90,85,5
90,87,2
90,88,3
90,89,3
90,91,9
90,92,5
90,93,2
90,95,2
90,96,1
90,102,1
90,104,1
90,110,3
90,111,1
90,112,1
90,119,2
90,120,1
91,11,1
91,12,1
91,14,1
91,15,1
91,16,3
91,17,1
91,18,4
91,19,1
91,20,2
91,30,1
91,39,3
91,40,3
91,45,1
91,48,1
91,55,2
91,56,2
91,57,10
91,58,6
91,59,14
91,60,6
91,61,3
91,62,7
91,63,6
91,64,6
91,69,6
91,70,13
91,71,6
91,72,7
91,74,1
91,75,9
91,76,5
91,77,10
91,78,14
91,79,10
91,80,3
91,81,10
91,82,3
91,83,17
91,84,8
91,85,8
91,86,3
91,87,8
91,88,6
91,89,5
91,90,10
91,92,14
91,93,8
91,94,1
91,95,4
91,96,2
91,102,1
91,104,1
91,110,7
91,111,6
91,112,3
91,116,1
91,117,1
91,118,10
91,119,5
91,120,2
91,124,1
92,11,5
92,13,2
92,14,1
92,15,2
92,16,4
92,17,1
92,18,1
92,19,2
92,22,1
92,30,1
92,31,1
92,39,2
92,41,1
92,45,2
92,55,5
92,56,3
92,57,6
92,58,6
92,59,13
92,60,6
92,61,2
92,62,7
92,63,5
92,64,8
92,68,2
92,69,4
92,70,9
92,71,8
92,72,11
92,74,3
92,75,6
92,76,11
92,77,8
92,78,10
92,79,8
92,80,5
92,81,6
92,82,2
92,83,14
92,84,19
92,85,9
92,87,6
92,88,7
92,89,5
92,90,3
92,91,11
92,93,12
92,94,1
92,95,3
92,96,7
92,104,1
92,105,1
92,110,6
92,111,3
92,112,2
92,116,2
92,117,1
92,118,7
92,119,5
92,120,3
92,124,3
93,11,3
93,13,2
93,14,1
93,15,3
93,16,2
93,17,1
93,18,2
93,19,1
93,20,1
93,39,1
93,41,1
93,45,1
93,55,3
93,56,1
93,57,5
93,58,5
93,59,8
93,60,4
93,61,1
93,62,3
93,63,3
93,64,3
93,67,1
93,70,4
93,71,4
93,72,5
93,74,2
93,75,3
93,76,5
93,77,4
93,78,4
93,79,3
93,80,4
93,81,8
93,82,1
93,83,5
93,84,5
93,85,6
93,86,2
93,87,4
93,88,5
93,89,4
93,90,1
93,91,6
93,92,8
93,94,1
93,95,2
93,96,4
93,103,1
93,104,2
93,110,3
93,111,3
93,112,3
93,118,6
93,119,6
93,120,2
93,124,1
94,13,1
94,14,4
94,15,2
94,16,2
94,18,3
94,19,5
94,20,2
94,39,2
94,40,1
94,45,1
94,55,3
94,56,3
94,57,8
94,58,10
94,59,16
94,60,7
94,61,4
94,62,7
94,63,10
94,64,10
94,67,1
94,69,4
94,70,10
94,71,8
94,72,11
94,74,2
94,76,1
94,77,10
94,78,11
94,79,12
94,80,12
94,81,4
94,82,1
94,83,1
94,84,1
94,85,13
94,86,10
94,87,11
94,88,12
94,89,3
94,91,1
94,93,2
94,95,8
94,96,8
94,100,1
94,101,1
94,102,2
94,104,3
94,109,1
94,110,5
94,111,8
94,112,1
94,113,1
94,116,1
94,118,6
94,119,7
94,120,4
94,121,1
95,11,5
95,12,1
95,13,6
95,14,8
95,15,4
95,16,10
95,18,13
95,19,8
95,20,6
95,22,1
95,31,1
95,37,1
95,39,1
95,40,4
95,41,1
95,45,1
95,55,16
95,56,7
95,57,39
95,58,33
95,59,53
95,60,24
95,61,20
95,62,36
95,63,31
95,64,29
95,67,2
95,68,3
95,69,16
95,70,48
95,71,36
95,72,32
95,74,5
95,75,1
95,76,5
95,77,37
95,78,45
95,79,36
95,80,28
95,81,26
95,82,2
95,83,4
95,84,2
95,85,42
95,86,16
95,87,41
95,88,41
95,89,20
95,90,3
95,91,3
95,92,6
95,93,6
95,94,12
95,96,22
95,100,2
95,101,2
95,102,8
95,103,1
95,104,7
95,109,2
95,110,22
95,111,21
95,112,4
95,113,1
95,116,1
95,117,2
95,118,37
95,119,26
95,120,15
95,121,1
96,11,3
96,12,1
96,13,4
96,14,8
96,15,3
96,16,9
96,17,1
96,18,4
96,19,5
96,20,6
96,22,1
96,39,2
96,40,1
96,45,2
96,55,7
96,56,5
96,57,19
96,58,15
96,59,24
96,60,17
96,61,12
96,62,20
96,63,18
96,64,16
96,68,2
96,69,6
96,70,22
96,71,18
96,72,18
96,74,2
96,76,4
96,77,15
96,78,25
96,79,20
96,80,16
96,81,12
96,83,1
96,84,4
96,85,16
96,86,9
96,87,18
96,88,25
96,89,9
96,90,1
96,91,1
96,92,4
96,93,4
96,94,14
96,95,19
96,101,1
96,102,8
96,103,2
96,104,6
96,109,2
96,110,17
96,111,14
96,112,3
96,113,1
96,117,4
96,118,23
96,119,22
96,120,7
100,30,1
100,90,1
100,108,1
100,110,1
100,118,1
101,11,1
101,12,1
101,14,3
101,15,2
101,16,1
101,18,2
101,19,1
101,20,2
101,22,1
101,55,3
101,56,3
101,57,3
101,58,2
101,59,3
101,60,2
101,61,3
101,62,3
101,63,3
101,64,2
101,67,1
101,69,2
101,70,3
101,71,3
101,72,1
101,74,1
101,76,1
101,77,3
101,78,2
101,79,2
101,80,2
101,81,2
101,84,1
101,85,2
101,86,2
101,87,1
101,88,3
101,89,1
101,93,1
101,94,1
101,95,2
101,96,1
101,102,3
101,104,3
101,109,2
101,110,3
101,111,2
101,116,1
101,117,1
101,118,3
101,119,3
101,120,2
101,121,2
102,11,4
102,12,1
102,13,3
102,14,11
102,15,6
102,16,2
102,18,11
102,19,5
102,20,6
102,22,3
102,39,1
102,40,2
102,45,1
102,55,12
102,56,7
102,57,19
102,58,14
102,59,24
102,60,14
102,61,11
102,62,19
102,63,18
102,64,14
102,68,1
102,69,8
102,70,20
102,71,20
102,72,15
102,74,2
102,76,1
102,77,17
102,78,17
102,79,15
102,80,12
102,81,13
102,82,1
102,83,1
102,85,13
102,86,6
102,87,19
102,88,20
102,89,9
102,90,1
102,91,1
102,94,5
102,95,10
102,96,7
102,100,2
102,101,2
102,103,4
102,104,9
102,109,4
102,110,26
102,111,21
102,112,9
102,113,1
102,117,3
102,118,24
102,119,22
102,120,7
102,121,1
103,14,2
103,15,1
103,19,1
103,20,1
103,40,1
103,55,1
103,57,2
103,58,2
103,59,1
103,60,3
103,61,2
103,62,3
103,63,1
103,64,2
103,69,1
103,70,3
103,71,2
103,72,3
103,77,1
103,78,2
103,79,1
103,80,3
103,81,3
103,87,2
103,88,3
103,89,2
103,96,1
103,102,2
103,104,2
103,110,4
103,111,2
103,112,2
103,118,3
103,119,1
103,120,2
104,11,1
104,12,1
104,13,2
104,14,10
104,15,4
104,16,3
104,18,3
104,19,6
104,20,6
104,22,1
104,39,1
104,40,1
104,55,4
104,56,1
104,57,13
104,58,10
104,59,12
104,60,10
104,61,8
104,62,14
104,63,11
104,64,10
104,69,3
104,70,11
104,71,11
104,72,10
104,73,1
104,74,1
104,75,3
104,77,5
104,78,5
104,79,7
104,80,8
104,81,8
104,82,1
104,83,2
104,85,4
104,86,2
104,87,9
104,88,9
104,89,5
104,90,1
104,91,2
104,92,2
104,93,4
104,94,2
104,95,5
104,96,2
104,100,1
104,102,8
104,103,4
104,110,11
104,111,7
104,112,12
104,113,1
104,117,1
104,118,8
104,119,8
104,120,3
106,13,1
106,30,1
108,16,1
108,59,1
108,62,1
108,70,1
108,75,1
108,81,1
108,100,1
108,110,1
108,111,1
108,117,1
108,118,1
108,119,1
108,124,1
109,11,1
109,12,1
109,14,2
109,15,1
109,16,1
109,18,2
109,19,1
109,20,1
109,55,2
109,56,2
109,57,3
109,58,3
109,59,3
109,60,3
109,61,3
109,62,3
109,63,2
109,64,4
109,67,1
109,69,1
109,70,4
109,71,3
109,72,3
109,74,1
109,77,3
109,78,3
109,79,3
109,80,2
109,81,2
109,84,1
109,85,3
109,86,2
109,88,3
109,89,1
109,93,1
109,94,3
109,95,2
109,96,1
109,101,2
109,102,4
109,104,2
109,110,4
109,111,4
109,116,1
109,117,3
109,118,4
109,119,4
109,120,2
109,121,1
110,11,6
110,12,1
110,13,10
110,14,16
110,15,7
110,16,13
110,17,2
110,18,19
110,19,9
110,20,10
110,22,5
110,31,1
110,39,5
110,40,1
110,45,2
110,55,22
110,56,9
110,57,49
110,58,29
110,59,49
110,60,33
110,61,23
110,62,42
110,63,37
110,64,28
110,68,1
110,69,15
110,70,56
110,71,41
110,72,30
110,74,4
110,75,2
110,76,8
110,77,37
110,78,46
110,79,37
110,80,30
110,81,37
110,82,5
110,83,3
110,84,2
110,85,31
110,86,10
110,87,34
110,88,41
110,89,26
110,90,6
110,91,3
110,92,3
110,93,3
110,94,9
110,95,25
110,96,18
110,100,4
110,101,2
110,102,27
110,103,2
110,104,9
110,109,4
110,111,43
110,112,5
110,117,6
110,118,73
110,119,44
110,120,14
110,121,2
111,11,6
111,12,1
111,13,11
111,14,17
111,15,8
111,16,7
111,17,1
111,18,18
111,19,12
111,20,3
111,22,4
111,30,1
111,37,1
111,39,4
111,40,1
111,41,1
111,45,2
111,55,18
111,56,10
111,57,40
111,58,27
111,59,44
111,60,33
111,61,21
111,62,39
111,63,37
111,64,31
111,67,2
111,69,16
111,70,48
111,71,39
111,72,32
111,73,1
111,74,5
111,75,3
111,76,5
111,77,33
111,78,39
111,79,35
111,80,21
111,81,26
111,82,5
111,83,8
111,84,4
111,85,28
111,86,7
111,87,33
111,88,39
111,89,22
111,90,6
111,91,3
111,92,5
111,93,7
111,94,9
111,95,23
111,96,16
111,99,1
111,100,2
111,101,3
111,102,20
111,103,1
111,104,10
111,109,4
111,110,40
111,112,8
111,113,1
111,116,1
111,117,6
111,118,48
111,119,42
111,120,14
111,121,1
111,124,1
112,11,1
112,12,1
112,13,3
112,14,9
112,15,6
112,16,3
112,17,1
112,18,4
112,19,7
112,20,5
112,22,1
112,39,2
112,40,1
112,41,1
112,55,8
112,56,2
112,57,15
112,58,13
112,59,15
112,60,11
112,61,6
112,62,13
112,63,17
112,64,12
112,69,4
112,70,16
112,71,15
112,72,12
112,73,1
112,74,2
112,75,3
112,76,1
112,77,8
112,78,13
112,79,10
112,80,9
112,81,10
112,82,3
112,83,4
112,84,1
112,85,10
112,86,4
112,87,11
112,88,11
112,89,10
112,90,1
112,91,3
112,92,2
112,93,3
112,94,1
112,95,5
112,96,5
112,100,1
112,102,9
112,103,3
112,104,14
112,110,9
112,111,13
112,117,1
112,118,10
112,119,12
112,120,9
113,13,1
113,14,1
113,18,1
113,57,1
113,58,1
113,59,1
113,60,1
113,61,2
113,62,2
113,64,1
113,69,1
113,70,2
113,71,2
113,72,2
113,74,1
113,77,2
113,78,2
113,79,2
113,80,1
113,85,2
113,87,1
113,88,2
113,94,1
113,95,2
113,96,1
113,110,1
113,111,1
113,118,2
113,119,1
114,59,1
116,14,1
116,15,1
116,16,2
116,18,1
116,19,1
116,20,1
116,55,1
116,56,1
116,57,1
116,58,1
116,59,1
116,60,1
116,61,1
116,62,1
116,63,1
116,64,1
116,67,1
116,69,1
116,70,1
116,71,1
116,72,1
116,74,1
116,76,2
116,77,3
116,78,1
116,79,1
116,80,1
116,81,1
116,84,2
116,85,1
116,86,1
116,88,1
116,89,1
116,91,2
116,92,1
116,93,1
116,94,1
116,95,2
116,101,1
116,102,1
116,104,1
116,109,1
116,110,1
116,111,1
116,118,2
116,119,1
116,120,1
116,121,1
116,124,2
117,11,1
117,18,1
117,22,1
117,40,1
117,45,1
117,55,1
117,56,1
117,57,3
117,58,1
117,59,5
117,60,2
117,62,1
117,63,1
117,64,2
117,68,1
117,69,1
117,70,6
117,71,3
117,72,2
117,76,2
117,77,2
117,78,3
117,79,2
117,80,1
117,81,3
117,84,2
117,85,3
117,87,3
117,88,1
117,89,1
117,92,1
117,94,1
117,95,1
117,96,2
117,102,3
117,109,1
117,110,4
117,111,3
117,118,5
117,119,4
118,11,5
118,12,2
118,13,11
118,14,19
118,15,12
118,16,12
118,17,2
118,18,23
118,19,13
118,20,7
118,22,6
118,30,1
118,31,1
118,39,5
118,40,5
118,42,1
118,45,4
118,48,1
118,51,1
118,55,22
118,56,15
118,57,64
118,58,43
118,59,68
118,60,37
118,61,30
118,62,48
118,63,48
118,64,35
118,67,2
118,68,2
118,69,15
118,70,88
118,71,52
118,72,41
118,73,1
118,74,8
118,75,2
118,76,7
118,77,54
118,78,51
118,79,42
118,80,34
118,81,38
118,82,3
118,83,5
118,84,8
118,85,44
118,86,13
118,87,51
118,88,52
118,89,28
118,90,7
118,91,4
118,92,5
118,93,7
118,94,10
118,95,40
118,96,21
118,99,1
118,100,3
118,101,3
118,102,25
118,103,2
118,104,9
118,109,2
118,110,78
118,111,51
118,112,11
118,116,2
118,117,6
118,119,56
118,120,13
118,121,2
118,124,1
119,11,6
119,13,11
119,14,17
119,15,15
119,16,12
119,17,1
119,18,17
119,19,12
119,20,11
119,22,5
119,30,1
119,31,1
119,37,1
119,39,4
119,40,3
119,41,1
119,42,1
119,45,2
119,48,1
119,55,22
119,56,9
119,57,38
119,58,33
119,59,50
119,60,28
119,61,24
119,62,39
119,63,27
119,64,33
119,67,2
119,69,16
119,70,53
119,71,42
119,72,39
119,73,1
119,74,8
119,75,5
119,76,6
119,77,36
119,78,37
119,79,32
119,80,27
119,81,30
119,82,4
119,83,8
119,84,5
119,85,31
119,86,9
119,87,36
119,88,38
119,89,20
119,90,7
119,91,2
119,92,6
119,93,7
119,94,8
119,95,21
119,96,15
119,101,1
119,102,15
119,103,2
119,104,10
119,109,5
119,110,41
119,111,39
119,112,8
119,113,2
119,116,1
119,117,5
119,118,49
119,120,15
119,121,2
119,124,1
120,13,2
120,14,3
120,15,3
120,16,2
120,17,1
120,18,5
120,19,3
120,20,4
120,22,2
120,30,1
120,40,2
120,41,1
120,45,1
120,55,8
120,56,4
120,57,12
120,58,7
120,59,12
120,60,14
120,61,6
120,62,12
120,63,10
120,64,13
120,67,2
120,68,1
120,69,4
120,70,12
120,71,10
120,72,10
120,75,3
120,76,1
120,77,9
120,78,13
120,79,11
120,80,10
120,81,7
120,82,1
120,83,5
120,84,1
120,85,8
120,86,2
120,87,10
120,88,10
120,89,6
120,90,3
120,91,2
120,92,5
120,93,3
120,94,3
120,95,5
120,96,5
120,101,1
120,102,3
120,103,1
120,104,4
120,110,7
120,111,6
120,112,4
120,116,1
120,118,9
120,119,11
120,121,1
121,14,2
121,15,2
121,16,1
121,18,1
121,19,1
121,20,2
121,22,1
121,55,2
121,56,2
121,57,2
121,58,1
121,59,2
121,60,1
121,61,3
121,62,3
121,63,3
121,64,1
121,67,1
121,69,1
121,70,2
121,71,3
121,72,1
121,74,1
121,76,1
121,77,3
121,78,1
121,79,1
121,80,1
121,81,1
121,84,1
121,85,1
121,86,1
121,87,1
121,88,3
121,89,1
121,93,1
121,94,1
121,95,1
121,101,2
121,102,2
121,104,2
121,109,1
121,110,3
121,111,3
121,116,1
121,118,3
121,119,3
121,120,1
123,60,1
123,114,1
124,14,1
124,16,2
124,18,1
124,19,1
124,39,1
124,55,1
124,57,1
124,58,1
124,59,1
124,60,1
124,62,1
124,63,1
124,67,1
124,69,1
124,70,1
124,71,1
124,72,1
124,75,3
124,76,1
124,77,2
124,78,1
124,79,2
124,80,1
124,81,1
124,83,3
124,84,1
124,85,1
124,87,1
124,88,1
124,91,3
124,92,3
124,93,2
124,96,1
124,103,1
124,104,1
124,111,1
124,112,1
124,116,3
124,118,1
124,119,1
124,120,1
