start,end,frequency
19,102,6
19,103,2
19,104,3
19,109,1
19,110,8
19,111,6
19,112,3
19,116,2
19,118,8
19,119,9
19,120,1
20,12,1
20,13,2
20,14,8
20,15,9
20,16,5
20,17,1
20,18,7
20,19,9
20,22,1
20,41,1
20,55,5
20,56,1
20,57,9
20,58,14
20,59,11
20,60,15
20,61,10
20,62,12
20,63,14
20,64,7
20,67,2
20,69,4
20,70,12
20,71,11
20,72,12
20,74,2
20,75,3
20,76,3
20,77,14
20,78,14
20,79,11
20,80,8
20,81,9
20,82,1
20,83,3
20,84,3
20,85,9
20,86,4
20,87,12
20,88,11
20,89,8
20,90,2
20,91,1
20,92,1
20,93,2
20,94,1
20,95,5
20,96,2
20,102,4
20,103,3
20,104,8
20,110,12
20,111,10
20,112,6
20,116,1
20,117,1
20,118,10
20,119,12
20,120,4
20,124,1
21,22,2
22,11,2
22,12,1
22,13,1
22,19,1
22,20,1
22,55,2
22,57,2
22,58,1
22,62,2
22,71,1
22,76,1
22,78,1
22,79,1
22,85,2
22,87,1
22,110,1
22,111,1
22,119,1
30,39,1
30,84,1
31,13,1
31,56,1
31,60,1
31,63,1
31,64,1
31,70,1
31,72,1
31,74,1
31,77,2
31,78,2
31,79,1
31,81,1
31,84,1
31,85,1
31,86,1
31,87,2
31,88,1
31,89,1
31,95,1
31,105,1
31,118,1
31,119,1
33,11,1
33,13,1
33,18,1
33,19,1
33,62,1
33,71,1
33,79,1
33,81,1
33,118,1
37,11,2
37,19,1
37,57,1
37,58,2
37,59,3
37,60,1
37,61,1
37,62,1
37,63,1
37,64,2
37,69,1
37,70,1
37,71,1
37,72,2
37,76,1
37,77,1
37,78,1
37,79,2
37,80,1
37,85,1
37,86,1
37,87,2
37,88,1
37,95,1
37,110,1
37,111,1
37,119,1
37,120,1
39,11,1
39,13,3
39,14,2
39,15,1
39,30,1
39,41,1
39,55,1
39,56,1
39,57,3
39,58,3
39,59,5
39,60,5
39,61,1
39,62,3
39,63,3
39,64,2
39,67,1
39,69,1
39,70,3
39,71,4
39,72,3
39,74,2
39,75,2
39,76,2
39,77,2
39,78,5
39,79,3
39,80,3
39,81,5
39,83,2
39,84,4
39,85,3
39,86,1
39,87,3
39,88,4
39,89,2
39,90,1
39,91,1
39,92,1
39,93,1
39,95,1
39,96,3
39,104,1
39,110,3
39,111,4
39,112,2
39,118,4
39,119,4
39,120,1
40,11,1
40,20,1
40,39,2
40,41,1
40,48,1
40,55,1
40,57,2
40,58,2
40,59,4
40,60,1
40,62,2
40,63,2
40,64,1
40,70,2
40,71,5
40,72,6
40,74,1
40,77,4
40,78,5
40,79,4
40,80,3
40,81,4
40,82,1
40,85,3
40,87,3
40,88,1
40,89,4
40,90,1
40,95,4
40,96,1
40,110,1
40,111,1
40,118,3
40,119,2
40,120,1
41,11,1
41,13,1
41,15,1
41,16,1
41,20,1
41,39,1
41,40,1
41,55,1
41,56,1
41,57,2
41,58,2
41,59,2
41,60,2
41,62,2
41,63,2
41,64,1
41,70,2
41,71,2
41,72,1
41,74,1
41,76,1
41,77,1
41,78,3
41,79,1
41,80,1
41,81,1
41,85,2
41,87,2
41,88,2
41,89,1
41,92,1
41,95,1
41,96,1
41,104,1
41,110,2
41,111,1
41,112,1
41,119,2
41,120,1
42,11,1
42,19,1
42,22,1
42,57,1
42,70,1
42,118,1
42,119,1
45,13,1
45,14,1
45,15,1
45,16,2
45,18,2
45,19,1
45,22,1
45,39,1
45,55,2
45,57,3
45,59,4
45,60,3
45,62,1
45,63,2
45,64,2
45,68,1
45,69,2
45,70,2
45,71,1
45,72,3
45,77,3
45,78,2
45,79,2
45,80,3
45,81,2
45,85,3
45,86,1
45,87,2
45,88,3
45,89,1
45,92,1
45,94,1
45,95,2
45,96,1
45,100,1
45,102,1
45,110,3
45,111,2
45,116,1
45,118,3
45,119,3
45,120,1
48,40,1
48,58,1
48,59,1
48,69,1
48,70,1
48,75,1
48,76,1
48,77,2
48,83,1
48,84,1
48,88,1
48,90,1
48,91,1
48,96,1
48,110,1
48,118,1
51,16,1
51,76,1
51,77,1
51,83,1
51,84,1
51,91,1
51,92,1
55,11,3
55,12,1
55,13,4
55,14,7
55,15,3
55,16,6
55,18,10
55,19,3
55,20,6
55,22,1
55,30,1
55,39,2
55,40,1
55,45,1
55,56,6
55,57,13
55,58,13
55,59,23
55,60,14
55,61,7
55,62,18
55,63,9
55,64,14
55,65,1
55,67,1
55,69,6
55,70,15
55,71,19
55,72,13
55,74,2
55,75,1
55,76,2
55,77,14
55,78,19
55,79,13
55,80,11
55,81,8
55,82,2
55,83,1
55,84,5
55,85,12
55,86,5
55,87,14
55,88,20
55,89,7
55,90,3
55,91,4
55,92,3
55,93,2
55,94,2
55,95,4
55,96,2
55,101,2
55,102,8
55,103,2
55,104,4
55,109,2
55,110,11
55,111,14
55,112,3
55,117,1
55,118,10
55,119,15
55,120,6
55,121,1
56,13,3
56,14,4
56,15,2
56,16,3
56,18,5
56,19,4
56,20,2
56,22,3
56,31,1
56,39,1
56,41,1
56,51,1
56,55,8
56,57,11
56,58,7
56,59,10
56,60,7
56,61,7
56,62,10
56,63,9
56,64,8
56,67,1
56,69,4
56,70,11
56,71,11
56,72,8
56,74,2
56,77,8
56,78,9
56,79,4
56,80,6
56,81,3
56,82,1
56,84,3
56,85,4
56,86,1
56,87,6
56,88,11
56,89,3
56,90,1
56,91,1
56,92,1
56,93,2
56,94,2
56,95,4
56,96,6
56,101,1
56,102,5
56,104,4
56,109,1
56,110,10
56,111,11
56,112,3
56,116,1
56,117,3
56,118,10
56,119,12
56,120,2
56,121,2
57,11,9
57,12,2
57,13,10
57,14,18
57,15,10
57,16,11
57,17,1
57,18,20
57,19,16
57,20,12
57,22,3
57,30,1
57,37,1
57,39,6
57,40,1
57,41,1
57,42,1
57,45,2
57,55,23
57,56,11
57,58,48
57,59,71
57,60,36
57,61,35
57,62,70
57,63,55
57,64,37
57,67,2
57,68,1
57,69,16
57,70,63
57,71,57
57,72,43
57,73,1
57,74,9
57,75,8
57,76,9
57,77,43
57,78,50
57,79,46
57,80,30
57,81,39
57,82,4
57,83,9
57,84,5
57,85,41
57,86,11
57,87,45
57,88,55
57,89,35
57,90,4
57,91,6
57,92,8
57,93,8
57,94,8
57,95,26
57,96,19
57,100,2
57,101,1
57,102,17
57,103,3
57,104,14
57,109,3
57,110,41
57,111,43
57,112,12
57,116,2
57,117,3
57,118,63
57,119,49
57,120,11
57,121,1
57,124,1
58,11,6
58,12,2
58,13,14
58,14,24
58,15,18
58,16,13
58,17,2
58,18,23
58,19,15
58,20,14
58,30,1
58,37,1
58,39,4
58,40,3
58,45,1
58,48,1
58,55,28
58,56,8
58,57,50
58,59,113
58,60,43
58,61,40
58,62,74
58,63,86
58,64,64
58,67,3
58,68,1
58,69,21
58,70,67
58,71,63
58,72,57
58,73,1
58,74,8
58,75,5
58,76,7
58,77,50
58,78,57
58,79,54
58,80,38
58,81,47
58,82,9
58,83,6
58,84,4
58,85,43
58,86,14
58,87,49
58,88,64
58,89,32
58,90,7
58,91,3
58,92,9
58,93,10
58,94,8
58,95,31
58,96,16
58,100,3
58,101,1
58,102,16
58,103,4
58,104,18
58,108,1
58,109,2
58,110,41
58,111,38
58,112,12
58,113,2
58,117,2
58,118,52
58,119,40
58,120,16
58,121,1
58,124,2
59,11,12
59,12,1
59,13,12
59,14,19
59,15,16
59,16,15
59,17,3
59,18,25
59,19,14
59,20,10
59,22,3
59,30,1
59,31,1
59,37,3
59,39,2
59,40,4
59,41,1
59,45,2
59,55,33
59,56,9
59,57,69
59,58,89
59,60,61
59,61,35
59,62,64
59,63,67
59,64,64
59,67,1
59,68,1
59,69,25
59,70,87
59,71,77
59,72,79
59,73,1
59,74,8
59,75,9
59,76,11
59,77,68
59,78,77
59,79,66
59,80,60
59,81,69
59,82,8
59,83,12
59,84,8
59,85,64
59,86,18
59,87,61
59,88,64
59,89,48
59,90,9
59,91,10
59,92,13
59,93,13
59,94,10
59,95,43
59,96,18
59,100,1
59,101,2
59,102,15
59,103,4
59,104,16
59,108,1
59,109,2
59,110,39
59,111,43
59,112,12
59,113,1
59,114,1
59,116,1
59,117,3
59,118,54
59,119,48
59,120,16
59,121,2
59,124,1
60,11,4
60,12,1
60,13,7
60,14,15
60,15,14
60,16,9
60,17,1
60,18,13
60,19,8
60,20,10
60,22,3
60,31,1
60,39,2
60,40,3
60,45,2
60,55,13
60,56,5
60,57,31
60,58,34
60,59,54
60,61,25
60,62,34
60,63,36
60,64,27
60,67,2
60,68,1
60,69,12
60,70,47
60,71,34
60,72,41
60,73,1
60,74,8
60,75,4
60,76,5
60,77,32
60,78,34
60,79,40
60,80,36
60,81,33
60,82,3
60,83,7
60,84,2
60,85,29
60,86,6
60,87,29
60,88,35
60,89,28
60,90,3
60,91,3
60,92,6
60,93,7
60,94,5
60,95,14
60,96,10
60,100,1
60,102,11
60,103,4
60,104,7
60,110,31
60,111,23
60,112,9
60,113,2
60,116,1
60,118,27
60,119,26
60,120,8
60,124,1
61,11,4
61,12,2
61,13,5
61,14,8
61,15,9
61,16,6
61,18,9
61,19,5
61,20,6
61,30,1
61,40,1
61,55,12
61,56,8
61,57,36
61,58,31
61,59,32
61,60,22
61,62,48
61,63,34
61,64,24
61,65,1
61,67,1
61,68,1
61,69,9
61,70,33
61,71,37
61,72,22
61,73,1
61,74,2
61,75,2
61,76,4
61,77,17
61,78,21
61,79,17
61,80,13
61,81,15
61,82,2
61,83,7
61,84,3
61,85,17
61,86,5
61,87,25
61,88,32
61,89,10
61,90,2
61,91,1
61,92,5
61,93,1
61,94,4
61,95,18
61,96,11
61,101,1
61,102,6
61,103,2
61,104,5
61,109,2
61,110,17
61,111,24
61,112,5
61,113,3
61,117,1
61,118,33
61,119,24
61,120,7
62,11,9
62,12,1
62,13,11
62,14,20
62,15,11
62,16,6
62,18,18
62,19,10
62,20,9
62,22,1
62,30,1
62,39,4
62,40,2
62,41,2
62,45,1
62,55,17
62,56,13
62,57,57
62,58,63
62,59,64
62,60,30
62,61,40
62,63,55
62,64,42
62,67,2
62,68,3
62,69,17
62,70,53
62,71,55
62,72,39
62,73,1
62,74,4
62,75,4
62,76,4
62,77,36
62,78,42
62,79,43
62,80,36
62,81,31
62,82,9
62,83,7
62,84,6
62,85,34
62,86,12
62,87,44
62,88,68
62,89,18
62,90,7
62,91,4
62,92,7
62,93,3
62,94,10
62,95,29
62,96,24
62,100,2
62,101,1
62,102,19
62,103,5
62,104,10
62,109,2
62,110,33
62,111,41
62,112,14
62,113,1
62,117,2
62,118,45
62,119,46
62,120,14
62,124,1
63,11,7
63,12,2
63,13,17
63,14,19
63,15,15
63,16,12
63,17,3
63,18,25
63,19,16
63,20,21
63,22,1
63,30,1
63,37,1
63,39,5
63,40,2
63,41,2
63,45,2
63,55,28
63,56,10
63,57,69
63,58,83
63,59,90
63,60,49
63,61,40
63,62,67
63,64,57
63,67,2
63,68,1
63,69,19
63,70,73
63,71,62
63,72,59
63,73,2
63,74,9
63,75,5
63,76,10
63,77,48
63,78,62
63,79,56
63,80,35
63,81,52
63,82,7
63,83,7
63,84,8
63,85,48
63,86,14
63,87,46
63,88,60
63,89,29
63,90,3
63,91,6
63,92,10
63,93,10
63,94,10
63,95,32
63,96,19
63,100,3
63,101,2
63,102,16
63,103,5
63,104,15
63,109,2
63,110,44
63,111,46
63,112,12
63,113,1
63,116,3
63,117,3
63,118,48
63,119,48
63,120,16
63,121,2
63,124,2
64,11,11
64,12,1
64,13,10
64,14,16
64,15,11
64,16,15
64,17,2
64,18,11
64,19,11
64,20,6
64,37,1
64,39,4
64,40,3
64,41,1
64,55,18
64,56,5
64,57,37
64,58,53
64,59,71
64,60,31
64,61,26
64,62,47
64,63,47
64,69,13
64,70,62
64,71,65
64,72,58
64,73,1
64,74,5
64,75,2
64,76,7
64,77,58
64,78,62
64,79,60
64,80,42
64,81,44
64,82,8
64,83,7
64,84,5
64,85,53
64,86,12
64,87,48
64,88,53
64,89,26
64,90,4
64,91,2
64,92,5
64,93,5
64,94,6
64,95,24
64,96,14
64,100,1
64,101,1
64,102,17
64,103,5
64,104,11
64,109,2
64,110,31
64,111,31
64,112,10
64,113,2
64,116,2
64,117,1
64,118,42
64,119,36
64,120,10
64,121,1
66,83,1
67,14,1
67,15,1
67,18,1
67,19,1
67,20,1
67,55,1
67,57,2
67,58,2
67,59,2
67,60,2
67,61,2
67,62,2
67,63,2
67,66,1
67,69,2
67,70,2
67,71,2
67,72,2
67,75,2
67,76,2
67,77,1
67,78,1
67,79,2
67,80,2
67,81,2
67,83,3
67,84,1
67,85,1
67,87,2
67,88,2
67,89,2
67,92,2
67,93,1
67,95,1
67,96,2
67,103,1
67,104,1
67,110,1
67,111,2
67,112,1
67,118,1
67,119,1
67,120,1
67,124,1
68,16,1
68,18,1
68,22,1
68,45,1
68,55,2
68,56,1
68,57,3
68,58,3
68,59,2
68,60,2
68,61,1
68,62,3
68,63,2
68,69,3
68,70,2
68,71,3
68,72,1
68,76,2
68,77,2
68,78,3
68,79,2
68,80,2
68,83,1
68,85,2
68,86,1
68,87,2
68,88,2
68,95,2
68,96,1
68,102,1
68,110,1
68,111,1
68,118,2
68,119,2
68,120,1
69,11,4
69,12,2
69,13,3
69,14,4
69,15,2
69,16,4
69,18,6
69,19,3
69,20,4
69,39,1
69,55,7
69,56,5
69,57,15
69,58,13
69,59,20
69,60,11
69,61,9
69,62,16
69,63,12
69,64,12
69,68,1
69,70,25
69,71,14
69,72,15
69,74,2
69,75,3
69,76,8
69,77,25
69,78,19
69,79,13
69,80,13
69,81,13
69,82,1
69,83,2
69,84,5
69,85,16
69,86,5
69,87,12
69,88,16
69,89,10
69,90,2
69,91,2
69,92,1
69,93,1
69,94,3
69,95,9
69,96,4
69,101,1
69,102,3
69,104,5
69,109,1
69,110,12
69,111,12
69,112,1
69,117,2
69,118,13
69,119,10
69,120,6
70,11,13
70,12,3
70,13,20
70,14,28
70,15,20
70,16,23
70,17,2
70,18,26
70,19,23
70,20,17
70,21,1
70,22,6
70,30,1
70,31,1
70,37,1
70,39,5
70,40,3
70,41,1
70,45,4
70,48,1
70,51,1
70,55,34
70,56,17
70,57,85
70,58,67
70,59,109
70,60,62
70,61,41
70,62,68
70,63,66
70,64,68
70,65,1
70,67,3
70,68,3
70,69,30
70,71,102
70,72,98
70,73,1
70,74,13
70,75,5
70,76,12
70,77,98
70,78,121
70,79,101
70,80,75
70,81,83
70,82,8
70,83,14
70,84,10
70,85,92
70,86,18
70,87,93
70,88,86
70,89,52
70,90,9
70,91,4
70,92,13
70,93,8
70,94,9
70,95,53
70,96,25
70,99,1
70,100,2
70,101,3
70,102,26
70,103,8
70,104,17
70,108,1
70,109,6
70,110,72
70,111,63
70,112,17
70,113,1
70,116,3
70,117,10
70,118,103
70,119,63
70,120,18
70,121,2
70,124,1
71,11,10
71,12,1
71,13,12
71,14,16
71,15,16
71,16,14
71,17,2
71,18,17
71,19,13
71,20,9
71,22,2
71,30,1
71,37,1
71,39,4
71,40,5
71,41,2
71,45,3
71,55,28
71,56,9
71,57,47
71,58,50
71,59,68
71,60,44
71,61,35
71,62,60
71,63,54
71,64,63
71,65,1
71,67,1
71,68,2
71,69,19
71,70,83
71,72,56
71,73,1
71,74,6
71,75,5
71,76,14
71,77,65
71,78,68
71,79,92
71,80,52
71,81,44
71,82,9
71,83,13
71,84,8
71,85,60
71,86,15
71,87,66
71,88,58
71,89,29
71,90,8
71,91,6
71,92,15
71,93,9
71,94,8
71,95,19
71,96,20
71,100,3
71,101,1
71,102,14
71,103,4
71,104,13
71,110,40
71,111,36
71,112,13
71,113,2
71,116,1
71,117,2
71,118,48
71,119,48
71,120,14
71,121,1
71,124,1
72,11,8
72,12,3
72,13,20
72,14,18
72,15,15
72,16,9
72,18,23
72,19,16
72,20,13
72,22,1
72,39,6
72,40,3
72,41,2
72,45,4
72,48,1
72,55,28
72,56,4
72,57,36
72,58,44
72,59,72
72,60,53
72,61,24
72,62,48
72,63,46
72,64,59
72,65,1
72,67,2
72,68,2
72,69,20
72,70,78
72,71,70
72,74,8
72,75,5
72,76,8
72,77,69
72,78,87
72,79,74
72,80,73
72,81,59
72,82,6
72,83,11
72,84,7
72,85,89
72,86,15
72,87,55
72,88,50
72,89,35
72,90,5
72,91,4
72,92,8
72,93,4
72,94,10
72,95,25
72,96,11
72,100,2
72,101,1
72,102,11
72,103,7
72,104,10
72,106,1
72,109,1
72,110,31
72,111,28
72,112,11
72,113,3
72,116,1
72,117,2
72,118,36
72,119,38
72,120,12
72,124,1
74,11,2
74,13,6
74,14,2
74,15,2
74,18,4
74,19,2
74,20,3
74,31,1
74,39,2
74,40,1
74,41,2
74,48,1
74,55,2
74,56,2
74,57,3
74,58,6
74,59,9
74,60,5
74,61,3
74,62,6
74,63,5
74,64,6
74,69,1
74,70,6
74,71,10
74,72,8
74,76,2
74,77,7
74,78,6
74,79,5
74,80,5
74,81,6
74,82,1
74,83,3
74,84,3
74,85,6
74,86,1
74,87,6
74,88,6
74,89,3
74,90,2
74,91,2
74,92,1
74,93,2
74,95,1
74,96,3
74,100,1
74,104,2
74,110,5
74,111,5
74,112,1
74,113,2
74,118,4
74,119,4
75,11,1
75,12,1
75,13,2
75,14,2
75,15,2
75,17,1
75,18,3
75,19,1
75,20,2
75,22,2
75,39,2
75,40,1
75,48,1
75,55,3
75,57,6
75,58,5
75,59,8
75,60,5
75,61,3
75,62,8
75,63,8
75,64,5
75,67,2
75,69,5
75,70,9
75,71,9
75,72,7
75,73,1
75,74,2
75,76,4
75,77,7
75,78,9
75,79,8
75,80,4
75,81,8
75,82,3
75,83,25
75,84,6
75,85,5
75,86,2
75,87,7
75,88,5
75,89,4
75,90,5
75,91,10
75,92,5
75,93,6
75,94,1
75,95,4
75,96,1
75,102,1
75,103,1
75,104,3
75,108,1
75,110,5
75,111,4
75,112,4
75,116,1
75,118,4
75,119,5
75,120,6
75,124,1
76,11,3
76,13,1
76,14,2
76,15,3
76,16,7
76,19,1
76,20,1
76,22,1
76,37,1
76,39,2
76,40,1
76,41,2
76,45,1
76,51,1
76,55,4
76,56,3
76,57,7
76,58,9
76,59,16
76,60,10
76,61,5
76,62,6
76,63,9
76,64,9
76,68,4
76,69,8
76,70,10
76,71,10
76,72,11
76,74,3
76,75,1
76,77,11
76,78,13
76,79,7
76,80,5
76,81,6
76,83,5
76,84,12
76,85,8
76,86,2
76,87,10
76,88,9
76,89,6
76,90,2
76,91,4
76,92,13
76,93,3
76,95,3
76,96,5
76,101,1
76,102,2
76,104,2
76,106,1
76,110,8
76,111,5
76,112,1
76,116,1
76,117,1
76,118,9
76,119,7
76,120,1
76,121,1
77,11,6
77,12,2
77,13,15
77,14,18
77,15,12
77,16,13
77,17,3
77,18,20
77,19,13
77,20,12
77,21,1
77,22,4
77,37,1
77,39,6
77,40,3
77,41,1
77,45,2
77,48,2
77,55,23
77,56,9
77,57,41
77,58,42
77,59,60
77,60,31
77,61,19
77,62,46
77,63,37
77,64,57
77,69,28
77,70,80
77,71,70
77,72,67
77,73,2
77,74,4
77,75,7
77,76,13
77,78,97
77,79,77
77,80,57
77,81,39
77,82,12
77,83,16
77,84,9
77,85,102
77,86,8
77,87,47
77,88,56
77,89,34
77,90,8
77,91,12
77,92,6
77,93,6
77,94,12
77,95,28
77,96,14
77,100,2
77,101,1
77,102,19
77,103,2
77,104,6
77,109,3
77,110,35
77,111,37
77,112,7
77,113,1
77,116,2
77,117,4
77,118,40
77,119,36
77,120,15
77,121,2
78,11,9
78,12,3
78,13,18
78,14,28
78,15,15
78,16,17
78,17,3
78,18,26
78,19,20
78,20,17
78,22,4
78,30,1
78,31,1
78,39,5
78,40,4
78,41,3
78,45,6
78,48,1
78,55,35
78,56,13
78,57,62
78,58,54
78,59,88
78,60,47
78,61,32
78,62,64
78,63,59
78,64,68
78,67,2
78,68,3
78,69,27
78,70,115
78,71,84
78,72,94
78,73,2
78,74,9
78,75,7
78,76,11
78,77,102
78,79,100
78,80,65
78,81,67
78,82,13
78,83,15
78,84,11
78,85,114
78,86,20
78,87,63
78,88,74
78,89,49
78,90,12
78,91,12
78,92,14
78,93,9
78,94,13
78,95,43
78,96,21
78,101,1
78,102,20
78,103,4
78,104,12
78,109,2
78,110,44
78,111,43
78,112,13
78,116,2
78,117,3
78,118,51
78,119,53
78,120,20
78,121,1
78,124,2
79,11,8
79,12,2
79,13,19
79,14,14
79,15,11
79,16,18
79,17,3
79,18,22
79,19,15
79,20,12
79,22,3
79,30,1
79,31,1
79,37,1
79,39,7
79,40,6
79,41,2
79,45,4
79,55,23
79,56,6
79,57,39
79,58,49
79,59,72
79,60,43
79,61,24
79,62,45
79,63,46
79,64,65
79,67,2
79,68,2
79,69,18
79,70,90
79,71,94
79,72,81
79,73,1
79,74,10
79,75,8
79,76,7
79,77,85
79,78,100
79,80,75
79,81,59
79,82,7
79,83,12
79,84,6
79,85,85
79,86,17
79,87,76
79,88,62
79,89,32
79,90,7
79,91,5
79,92,11
79,93,8
79,94,9
79,95,33
79,96,24
79,100,3
79,101,1
79,102,15
79,103,5
79,104,10
79,109,1
79,110,38
79,111,39
79,112,11
79,113,2
79,116,2
79,117,1
79,118,42
79,119,44
79,120,15
79,121,1
79,124,3
80,11,3
80,12,3
80,13,13
80,14,14
80,15,10
80,16,7
80,17,2
80,18,15
80,19,12
80,20,10
80,22,3
80,37,1
80,39,4
80,40,4
80,41,2
80,45,1
80,55,21
80,56,7
80,57,35
80,58,43
80,59,60
80,60,49
80,61,27
80,62,43
80,63,42
80,64,47
80,67,2
80,68,2
80,69,10
80,70,65
80,71,60
80,72,77
80,73,1
80,74,9
80,75,3
80,76,5
80,77,53
80,78,63
80,79,66
80,81,37
80,82,5
80,83,6
80,84,5
80,85,61
80,86,12
80,87,47
80,88,62
